Start (s),End (s),Scientific name,Common name,Confidence,File
165.0,168.0,Hirundo rustica,Barn Swallow,0.1735,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
291.0,294.0,Turdus merula,Eurasian Blackbird,0.1060,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
300.0,303.0,Prunella modularis,Dunnock,0.1590,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
318.0,321.0,Prunella modularis,Dunnock,0.7828,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
327.0,330.0,Prunella modularis,Dunnock,0.7950,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
327.0,330.0,Troglodytes troglodytes,Eurasian Wren,0.2207,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
342.0,345.0,Motacilla flava,Western Yellow Wagtail,0.1507,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
351.0,354.0,Motacilla flava,Western Yellow Wagtail,0.1197,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
354.0,357.0,Motacilla flava,Western Yellow Wagtail,0.1129,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
357.0,360.0,Motacilla flava,Western Yellow Wagtail,0.1224,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
375.0,378.0,Parus major,Great Tit,0.2161,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250425_130000.WAV
