Start (s),End (s),Scientific name,Common name,Confidence,File
15.0,18.0,Phoenicurus phoenicurus,Common Redstart,0.1326,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
66.0,69.0,Phoenicurus phoenicurus,Common Redstart,0.1041,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
78.0,81.0,Anthus trivialis,Tree Pipit,0.1334,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
84.0,87.0,Certhia brachydactyla,Short-toed Treecreeper,0.4582,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
84.0,87.0,Phoenicurus phoenicurus,Common Redstart,0.1883,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
93.0,96.0,Sitta europaea,Eurasian Nuthatch,0.1390,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
96.0,99.0,Phoenicurus phoenicurus,Common Redstart,0.1263,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
96.0,99.0,Certhia brachydactyla,Short-toed Treecreeper,0.1171,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
102.0,105.0,Charadrius dubius,Little Ringed Plover,0.3708,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
114.0,117.0,Passer domesticus,House Sparrow,0.1638,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
129.0,132.0,Phoenicurus phoenicurus,Common Redstart,0.1469,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
132.0,135.0,Passer domesticus,House Sparrow,0.2151,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
135.0,138.0,Passer domesticus,House Sparrow,0.1023,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
141.0,144.0,Hippolais polyglotta,Melodious Warbler,0.1186,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
153.0,156.0,Passer domesticus,House Sparrow,0.1581,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
156.0,159.0,Passer domesticus,House Sparrow,0.1106,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
168.0,171.0,Passer domesticus,House Sparrow,0.1297,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
174.0,177.0,Passer domesticus,House Sparrow,0.1372,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
177.0,180.0,Passer domesticus,House Sparrow,0.1879,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
219.0,222.0,Parus major,Great Tit,0.1605,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
222.0,225.0,Parus major,Great Tit,0.2886,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
228.0,231.0,Phylloscopus collybita,Common Chiffchaff,0.1637,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
243.0,246.0,Parus major,Great Tit,0.3005,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
243.0,246.0,Emberiza citrinella,Yellowhammer,0.1928,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_080000.WAV
