Start (s),End (s),Scientific name,Common name,Confidence,File
75.0,78.0,Fulica atra,Eurasian Coot,0.1012,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
84.0,87.0,Fulica atra,Eurasian Coot,0.1166,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
96.0,99.0,Fulica atra,Eurasian Coot,0.1066,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
132.0,135.0,Turdus merula,Eurasian Blackbird,0.1818,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
132.0,135.0,Tringa totanus,Common Redshank,0.1691,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
267.0,270.0,Erithacus rubecula,European Robin,0.1180,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
384.0,387.0,Erithacus rubecula,European Robin,0.1757,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
396.0,399.0,Rallus aquaticus,Water Rail,0.1260,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
402.0,405.0,Fulica atra,Eurasian Coot,0.1155,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
441.0,444.0,Locustella naevia,Common Grasshopper-Warbler,0.1641,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
441.0,444.0,Sylvia atricapilla,Eurasian Blackcap,0.1281,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
447.0,450.0,Erithacus rubecula,European Robin,0.1662,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
471.0,474.0,Fulica atra,Eurasian Coot,0.1023,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
480.0,483.0,Fulica atra,Eurasian Coot,0.1069,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
483.0,486.0,Fulica atra,Eurasian Coot,0.1160,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
495.0,498.0,Fulica atra,Eurasian Coot,0.1038,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
546.0,549.0,Emberiza calandra,Corn Bunting,0.2252,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
558.0,561.0,Numenius arquata,Eurasian Curlew,0.1637,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
570.0,573.0,Fulica atra,Eurasian Coot,0.1252,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
588.0,591.0,Rallus aquaticus,Water Rail,0.1239,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250427_000000.WAV
