Start (s),End (s),Scientific name,Common name,Confidence,File
27.0,30.0,Turdus merula,Eurasian Blackbird,0.1172,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
30.0,33.0,Passer domesticus,House Sparrow,0.1391,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
36.0,39.0,Phylloscopus collybita,Common Chiffchaff,0.2900,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
39.0,42.0,Passer domesticus,House Sparrow,0.2915,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
48.0,51.0,Passer domesticus,House Sparrow,0.1563,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
87.0,90.0,Passer domesticus,House Sparrow,0.1683,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
99.0,102.0,Passer domesticus,House Sparrow,0.1113,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
102.0,105.0,Passer domesticus,House Sparrow,0.2846,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
120.0,123.0,Passer domesticus,House Sparrow,0.1684,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
171.0,174.0,Passer domesticus,House Sparrow,0.1082,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
240.0,243.0,Passer domesticus,House Sparrow,0.1912,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
252.0,255.0,Motacilla alba,White Wagtail,0.2441,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
267.0,270.0,Phylloscopus collybita,Common Chiffchaff,0.2413,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
306.0,309.0,Phylloscopus collybita,Common Chiffchaff,0.3359,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
312.0,315.0,Phylloscopus collybita,Common Chiffchaff,0.3473,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
360.0,363.0,Lullula arborea,Wood Lark,0.1041,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
399.0,402.0,Prunella modularis,Dunnock,0.1015,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
408.0,411.0,Phylloscopus collybita,Common Chiffchaff,0.1912,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
408.0,411.0,Turdus viscivorus,Mistle Thrush,0.1245,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
414.0,417.0,Sturnus vulgaris,European Starling,0.1165,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
417.0,420.0,Turdus merula,Eurasian Blackbird,0.1287,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
420.0,423.0,Phylloscopus collybita,Common Chiffchaff,0.1306,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
438.0,441.0,Phylloscopus collybita,Common Chiffchaff,0.3322,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
441.0,444.0,Phylloscopus collybita,Common Chiffchaff,0.4646,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
465.0,468.0,Phylloscopus collybita,Common Chiffchaff,0.3044,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
480.0,483.0,Emberiza schoeniclus,Reed Bunting,0.1636,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
579.0,582.0,Phylloscopus collybita,Common Chiffchaff,0.4552,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_150000.WAV
