Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Phasianus colchicus,Ring-necked Pheasant,0.2027,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
24.0,27.0,Curruca communis,Greater Whitethroat,0.1265,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
24.0,27.0,Curruca curruca,Lesser Whitethroat,0.1124,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
30.0,33.0,Emberiza citrinella,Yellowhammer,0.1069,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
57.0,60.0,Phylloscopus collybita,Common Chiffchaff,0.2328,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
60.0,63.0,Phylloscopus collybita,Common Chiffchaff,0.1374,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
69.0,72.0,Phylloscopus collybita,Common Chiffchaff,0.1332,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
123.0,126.0,Phylloscopus collybita,Common Chiffchaff,0.3550,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
126.0,129.0,Tringa totanus,Common Redshank,0.1717,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
141.0,144.0,Phylloscopus collybita,Common Chiffchaff,0.1881,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
213.0,216.0,Motacilla alba,White Wagtail,0.1019,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
216.0,219.0,Passer domesticus,House Sparrow,0.1390,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
222.0,225.0,Phylloscopus collybita,Common Chiffchaff,0.1754,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
225.0,228.0,Emberiza schoeniclus,Reed Bunting,0.1801,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
225.0,228.0,Phoenicurus phoenicurus,Common Redstart,0.1628,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
228.0,231.0,Phoenicurus phoenicurus,Common Redstart,0.2602,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
228.0,231.0,Phylloscopus collybita,Common Chiffchaff,0.2273,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
228.0,231.0,Fringilla coelebs,Common Chaffinch,0.1109,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
237.0,240.0,Tringa ochropus,Green Sandpiper,0.2792,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
240.0,243.0,Phoenicurus phoenicurus,Common Redstart,0.3036,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
240.0,243.0,Phylloscopus collybita,Common Chiffchaff,0.1650,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
249.0,252.0,Phylloscopus collybita,Common Chiffchaff,0.2709,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
258.0,261.0,Streptopelia turtur,European Turtle-Dove,0.1986,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
309.0,312.0,Phylloscopus collybita,Common Chiffchaff,0.1572,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
312.0,315.0,Curruca communis,Greater Whitethroat,0.1050,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
321.0,324.0,Phylloscopus collybita,Common Chiffchaff,0.3837,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
330.0,333.0,Phylloscopus collybita,Common Chiffchaff,0.1951,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
366.0,369.0,Buteo buteo,Common Buzzard,0.4508,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
366.0,369.0,Chroicocephalus ridibundus,Black-headed Gull,0.1337,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
372.0,375.0,Phylloscopus collybita,Common Chiffchaff,0.1338,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
378.0,381.0,Phylloscopus collybita,Common Chiffchaff,0.1202,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
381.0,384.0,Curruca communis,Greater Whitethroat,0.1303,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
381.0,384.0,Phylloscopus collybita,Common Chiffchaff,0.1273,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
396.0,399.0,Turdus merula,Eurasian Blackbird,0.1021,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
429.0,432.0,Turdus merula,Eurasian Blackbird,0.1412,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250425_170000.WAV
