Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Passer domesticus,House Sparrow,0.1376,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
138.0,141.0,Erithacus rubecula,European Robin,0.1637,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
141.0,144.0,Erithacus rubecula,European Robin,0.1003,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
156.0,159.0,Erithacus rubecula,European Robin,0.6546,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
183.0,186.0,Erithacus rubecula,European Robin,0.1894,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
192.0,195.0,Erithacus rubecula,European Robin,0.2593,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
204.0,207.0,Erithacus rubecula,European Robin,0.4556,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
225.0,228.0,Erithacus rubecula,European Robin,0.1389,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
231.0,234.0,Erithacus rubecula,European Robin,0.1713,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
240.0,243.0,Parus major,Great Tit,0.5059,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
249.0,252.0,Erithacus rubecula,European Robin,0.8759,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
261.0,264.0,Erithacus rubecula,European Robin,0.7668,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
267.0,270.0,Erithacus rubecula,European Robin,0.5183,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
276.0,279.0,Erithacus rubecula,European Robin,0.1883,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
279.0,282.0,Erithacus rubecula,European Robin,0.1587,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
318.0,321.0,Turdus merula,Eurasian Blackbird,0.1159,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
327.0,330.0,Alauda arvensis,Eurasian Skylark,0.1296,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
336.0,339.0,Turdus merula,Eurasian Blackbird,0.2029,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
345.0,348.0,Turdus merula,Eurasian Blackbird,0.3248,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
348.0,351.0,Erithacus rubecula,European Robin,0.1354,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
360.0,363.0,Turdus merula,Eurasian Blackbird,0.1514,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
369.0,372.0,Erithacus rubecula,European Robin,0.1298,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
372.0,375.0,Erithacus rubecula,European Robin,0.3098,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
375.0,378.0,Saxicola rubicola,European Stonechat,0.2375,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
375.0,378.0,Turdus merula,Eurasian Blackbird,0.2299,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
378.0,381.0,Erithacus rubecula,European Robin,0.1831,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
381.0,384.0,Erithacus rubecula,European Robin,0.2738,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
381.0,384.0,Turdus merula,Eurasian Blackbird,0.1335,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
384.0,387.0,Turdus merula,Eurasian Blackbird,0.1645,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250430_050000.WAV
