Start (s),End (s),Scientific.name,Common.name,Confidence,File
465.0,468.0,Certhia brachydactyla,Short-toed Treecreeper,0.8019,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
486.0,489.0,Certhia brachydactyla,Short-toed Treecreeper,0.6676,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
495.0,498.0,Parus major,Great Tit,0.6679,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
510.0,513.0,Certhia brachydactyla,Short-toed Treecreeper,0.9573,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
522.0,525.0,Certhia brachydactyla,Short-toed Treecreeper,0.6916,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
75.0,78.0,Parus major,Great Tit,0.5194,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_100000.WAV
84.0,87.0,Parus major,Great Tit,0.6463,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_100000.WAV
480.0,483.0,Parus major,Great Tit,0.5576,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_100000.WAV
54.0,57.0,Parus major,Great Tit,0.7687,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
66.0,69.0,Branta canadensis,Canada Goose,0.6023,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
78.0,81.0,Parus major,Great Tit,0.5697,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
81.0,84.0,Parus major,Great Tit,0.8214,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
87.0,90.0,Parus major,Great Tit,0.8233,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
102.0,105.0,Branta canadensis,Canada Goose,0.5014,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
105.0,108.0,Parus major,Great Tit,0.5216,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
123.0,126.0,Parus major,Great Tit,0.5727,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
165.0,168.0,Parus major,Great Tit,0.7340,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
171.0,174.0,Parus major,Great Tit,0.5463,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
198.0,201.0,Parus major,Great Tit,0.7730,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
354.0,357.0,Picus viridis,Eurasian Green Woodpecker,0.9335,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
357.0,360.0,Parus major,Great Tit,0.6428,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
369.0,372.0,Parus major,Great Tit,0.5057,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_110000.WAV
450.0,453.0,Fringilla coelebs,Common Chaffinch,0.5204,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_120000.WAV
498.0,501.0,Fringilla coelebs,Common Chaffinch,0.6097,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_120000.WAV
588.0,591.0,Fringilla coelebs,Common Chaffinch,0.6015,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_120000.WAV
333.0,336.0,Certhia brachydactyla,Short-toed Treecreeper,0.8200,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
351.0,354.0,Certhia brachydactyla,Short-toed Treecreeper,0.9761,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
363.0,366.0,Certhia brachydactyla,Short-toed Treecreeper,0.9609,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
369.0,372.0,Certhia brachydactyla,Short-toed Treecreeper,0.7020,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
372.0,375.0,Certhia brachydactyla,Short-toed Treecreeper,0.9516,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
378.0,381.0,Certhia brachydactyla,Short-toed Treecreeper,0.9572,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
384.0,387.0,Certhia brachydactyla,Short-toed Treecreeper,0.9617,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
387.0,390.0,Certhia brachydactyla,Short-toed Treecreeper,0.9974,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
393.0,396.0,Certhia brachydactyla,Short-toed Treecreeper,0.9630,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
402.0,405.0,Certhia brachydactyla,Short-toed Treecreeper,0.9698,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
411.0,414.0,Certhia brachydactyla,Short-toed Treecreeper,0.8288,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
420.0,423.0,Certhia brachydactyla,Short-toed Treecreeper,0.9626,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
429.0,432.0,Certhia brachydactyla,Short-toed Treecreeper,0.9601,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
438.0,441.0,Certhia brachydactyla,Short-toed Treecreeper,0.9420,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
450.0,453.0,Certhia brachydactyla,Short-toed Treecreeper,0.9837,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
459.0,462.0,Certhia brachydactyla,Short-toed Treecreeper,0.9750,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
471.0,474.0,Certhia brachydactyla,Short-toed Treecreeper,0.8721,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
489.0,492.0,Certhia brachydactyla,Short-toed Treecreeper,0.9615,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
501.0,504.0,Certhia brachydactyla,Short-toed Treecreeper,0.9427,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
507.0,510.0,Turdus merula,Eurasian Blackbird,0.6681,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
510.0,513.0,Certhia brachydactyla,Short-toed Treecreeper,0.8030,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
519.0,522.0,Certhia brachydactyla,Short-toed Treecreeper,0.8887,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
531.0,534.0,Certhia brachydactyla,Short-toed Treecreeper,0.9838,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
546.0,549.0,Certhia brachydactyla,Short-toed Treecreeper,0.9570,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
558.0,561.0,Certhia brachydactyla,Short-toed Treecreeper,0.9465,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
573.0,576.0,Certhia brachydactyla,Short-toed Treecreeper,0.8488,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
585.0,588.0,Certhia brachydactyla,Short-toed Treecreeper,0.7136,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
588.0,591.0,Certhia brachydactyla,Short-toed Treecreeper,0.9813,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
597.0,600.0,Certhia brachydactyla,Short-toed Treecreeper,0.9386,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_130000.WAV
6.0,9.0,Certhia brachydactyla,Short-toed Treecreeper,0.8293,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
9.0,12.0,Certhia brachydactyla,Short-toed Treecreeper,0.9647,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
24.0,27.0,Certhia brachydactyla,Short-toed Treecreeper,0.9055,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
45.0,48.0,Certhia brachydactyla,Short-toed Treecreeper,0.9292,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
75.0,78.0,Certhia brachydactyla,Short-toed Treecreeper,0.5165,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
78.0,81.0,Certhia brachydactyla,Short-toed Treecreeper,0.9712,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
90.0,93.0,Certhia brachydactyla,Short-toed Treecreeper,0.9222,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
96.0,99.0,Certhia brachydactyla,Short-toed Treecreeper,0.6124,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
99.0,102.0,Certhia brachydactyla,Short-toed Treecreeper,0.9613,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
105.0,108.0,Certhia brachydactyla,Short-toed Treecreeper,0.9539,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
114.0,117.0,Certhia brachydactyla,Short-toed Treecreeper,0.9921,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
126.0,129.0,Certhia brachydactyla,Short-toed Treecreeper,0.9853,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
141.0,144.0,Certhia brachydactyla,Short-toed Treecreeper,0.9646,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
150.0,153.0,Certhia brachydactyla,Short-toed Treecreeper,0.9486,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
162.0,165.0,Certhia brachydactyla,Short-toed Treecreeper,0.9089,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
180.0,183.0,Certhia brachydactyla,Short-toed Treecreeper,0.9847,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
192.0,195.0,Certhia brachydactyla,Short-toed Treecreeper,0.9358,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
204.0,207.0,Certhia brachydactyla,Short-toed Treecreeper,0.9821,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
210.0,213.0,Certhia brachydactyla,Short-toed Treecreeper,0.8938,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
213.0,216.0,Certhia brachydactyla,Short-toed Treecreeper,0.6588,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
222.0,225.0,Certhia brachydactyla,Short-toed Treecreeper,0.7799,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
231.0,234.0,Certhia brachydactyla,Short-toed Treecreeper,0.8470,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
249.0,252.0,Certhia brachydactyla,Short-toed Treecreeper,0.8744,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
444.0,447.0,Certhia brachydactyla,Short-toed Treecreeper,0.9680,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
462.0,465.0,Certhia brachydactyla,Short-toed Treecreeper,0.9717,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
477.0,480.0,Certhia brachydactyla,Short-toed Treecreeper,0.9795,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
492.0,495.0,Certhia brachydactyla,Short-toed Treecreeper,0.9263,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
495.0,498.0,Certhia brachydactyla,Short-toed Treecreeper,0.9790,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
522.0,525.0,Certhia brachydactyla,Short-toed Treecreeper,0.9438,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
534.0,537.0,Certhia brachydactyla,Short-toed Treecreeper,0.9916,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
561.0,564.0,Certhia brachydactyla,Short-toed Treecreeper,0.9667,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
573.0,576.0,Certhia brachydactyla,Short-toed Treecreeper,0.8561,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
582.0,585.0,Certhia brachydactyla,Short-toed Treecreeper,0.8617,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
591.0,594.0,Certhia brachydactyla,Short-toed Treecreeper,0.7443,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
594.0,597.0,Certhia brachydactyla,Short-toed Treecreeper,0.9452,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_140000.WAV
0.0,3.0,Certhia brachydactyla,Short-toed Treecreeper,0.8829,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
3.0,6.0,Turdus merula,Eurasian Blackbird,0.9192,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
12.0,15.0,Turdus merula,Eurasian Blackbird,0.7573,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
18.0,21.0,Turdus merula,Eurasian Blackbird,0.7562,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
21.0,24.0,Certhia brachydactyla,Short-toed Treecreeper,0.7543,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
24.0,27.0,Turdus merula,Eurasian Blackbird,0.7384,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
33.0,36.0,Certhia brachydactyla,Short-toed Treecreeper,0.8975,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
36.0,39.0,Turdus merula,Eurasian Blackbird,0.6086,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
45.0,48.0,Turdus merula,Eurasian Blackbird,0.7781,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
51.0,54.0,Turdus merula,Eurasian Blackbird,0.6155,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
54.0,57.0,Carduelis carduelis,European Goldfinch,0.6267,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
75.0,78.0,Certhia brachydactyla,Short-toed Treecreeper,0.7218,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_150000.WAV
