Start (s),End (s),Scientific name,Common name,Confidence,File
15.0,18.0,Corvus monedula,Eurasian Jackdaw,0.5594,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
81.0,84.0,Rallus aquaticus,Water Rail,0.1073,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
165.0,168.0,Turdus merula,Eurasian Blackbird,0.1695,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
216.0,219.0,Charadrius dubius,Little Ringed Plover,0.1686,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
237.0,240.0,Turdus merula,Eurasian Blackbird,0.1101,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
240.0,243.0,Cuculus canorus,Common Cuckoo,0.1799,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
288.0,291.0,Charadrius dubius,Little Ringed Plover,0.2172,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
300.0,303.0,Turdus merula,Eurasian Blackbird,0.1027,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
456.0,459.0,Turdus merula,Eurasian Blackbird,0.1294,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
495.0,498.0,Turdus merula,Eurasian Blackbird,0.1208,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
501.0,504.0,Charadrius hiaticula,Common Ringed Plover,0.1802,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
534.0,537.0,Turdus merula,Eurasian Blackbird,0.1011,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
567.0,570.0,Phylloscopus collybita,Common Chiffchaff,0.3346,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
573.0,576.0,Phylloscopus collybita,Common Chiffchaff,0.4238,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
573.0,576.0,Phoenicurus phoenicurus,Common Redstart,0.1212,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
576.0,579.0,Phylloscopus collybita,Common Chiffchaff,0.1050,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
579.0,582.0,Phylloscopus collybita,Common Chiffchaff,0.3125,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
582.0,585.0,Phylloscopus collybita,Common Chiffchaff,0.5377,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
582.0,585.0,Phoenicurus phoenicurus,Common Redstart,0.3152,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
585.0,588.0,Fringilla coelebs,Common Chaffinch,0.1005,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
588.0,591.0,Phylloscopus collybita,Common Chiffchaff,0.5042,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
588.0,591.0,Phoenicurus phoenicurus,Common Redstart,0.1307,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
591.0,594.0,Fringilla coelebs,Common Chaffinch,0.2549,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
591.0,594.0,Phylloscopus collybita,Common Chiffchaff,0.1271,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
597.0,600.0,Phylloscopus collybita,Common Chiffchaff,0.1432,/Users/robbieleahy/Desktop/A034/20250425_170000.WAV
