"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Turdus philomelos","Song Thrush",0.1145,"xa23",11
"Rallus aquaticus","Water Rail",0.1121,"xa23",11
"Milvus milvus","Red Kite",0.1437,"xa23",11
"Turdus pilaris","Fieldfare",0.1258,"xa23",11
"Fulica atra","Eurasian Coot",0.1384,"xa23",11
"Tachybaptus ruficollis","Little Grebe",0.1598,"xa23",11
"Corvus frugilegus","Rook",0.115,"xa23",11
"Coccothraustes coccothraustes","Hawfinch",0.1391,"xa23",11
"Mareca penelope","Eurasian Wigeon",0.1157,"xa23",11
"Anas platyrhynchos","Mallard",0.1004,"xa23",11
"Dendrocoptes medius","Middle Spotted Woodpecker",0.102,"xa23",11
"Jynx torquilla","Eurasian Wryneck",0.1005,"xa23",11
"Certhia familiaris","Eurasian Treecreeper",0.1458,"xa23",11
"Phoenicurus phoenicurus","Common Redstart",0.2003,"xa23",11
"Passer domesticus","House Sparrow",0.1215,"xa23",11
"Garrulus glandarius","Eurasian Jay",0.1196,"xa23",11
"Ardea cinerea","Gray Heron",0.5211,"xa23",11
"Spinus spinus","Eurasian Siskin",0.2456,"xa23",11
"Pica pica","Eurasian Magpie",0.1209,"xa23",11
"Apus apus","Common Swift",0.1293,"xa23",11
"Muscicapa striata","Spotted Flycatcher",0.1019,"xa23",11
"Aegithalos caudatus","Long-tailed Tit",0.105,"xa23",11
"Phoenicurus ochruros","Black Redstart",0.1033,"xa23",11
"Linaria cannabina","Eurasian Linnet",0.1013,"xa23",11
"Saxicola rubetra","Whinchat",0.1386,"xa23",11
"Columba oenas","Stock Dove",0.1214,"xa23",11
"Delichon urbicum","Common House-Martin",0.1089,"xa23",11
"Vanellus vanellus","Northern Lapwing",0.1607,"xa23",11
"Passer montanus","Eurasian Tree Sparrow",0.2293,"xa23",11
"Alcedo atthis","Common Kingfisher",0.1815,"xa23",11
"Tringa nebularia","Common Greenshank",0.1195,"xa23",11
"Anas crecca","Green-winged Teal",0.1161,"xa23",11
"Poecile palustris","Marsh Tit",0.1379,"xa23",11
"Calidris alpina","Dunlin",0.1079,"xa23",11
"Mareca strepera","Gadwall",0.1566,"xa23",11
"Thalasseus sandvicensis","Sandwich Tern",0.2186,"xa23",11
"Turdus viscivorus","Mistle Thrush",0.2339,"xa23",11
"Limosa limosa","Black-tailed Godwit",0.1271,"xa23",11
"Luscinia svecica","Bluethroat",0.312,"xa23",11
"Curruca curruca","Lesser Whitethroat",0.1819,"xa23",11
"Fringilla coelebs","Common Chaffinch",0.1525,"xa23",11
"Oenanthe oenanthe","Northern Wheatear",0.106,"xa23",11
"Emberiza calandra","Corn Bunting",0.1012,"xa23",11
"Sitta europaea","Eurasian Nuthatch",0.139,"xa23",11
"Sterna hirundo","Common Tern",0.2294,"xa23",11
"Alopochen aegyptiaca","Egyptian Goose",0.1757,"xa23",11
"Falco subbuteo","Eurasian Hobby",0.1344,"xa23",11
"Periparus ater","Coal Tit",0.2973,"xa23",11
"Dryocopus martius","Black Woodpecker",0.1874,"xa23",11
"Phalacrocorax carbo","Great Cormorant",0.211,"xa23",11
"Chroicocephalus ridibundus","Black-headed Gull",0.1132,"xa23",11
"Luscinia megarhynchos","Common Nightingale",0.1011,"xa23",11
"Anthus pratensis","Meadow Pipit",0.1126,"xa23",11
"Corvus corax","Common Raven",0.342,"xa23",11
"Accipiter gentilis","Northern Goshawk",0.2639,"xa23",11
"Anser anser","Graylag Goose",0.1378,"xa23",11
"Acrocephalus schoenobaenus","Sedge Warbler",0.1238,"xa23",11
"Cettia cetti","Cetti's Warbler",0.1151,"xa23",11
"Chlidonias niger","Black Tern",0.1146,"xa23",11
"Egretta garzetta","Little Egret",0.1272,"xa23",11
"Milvus migrans","Black Kite",0.106,"xa23",11
"Cuculus canorus","Common Cuckoo",0.1014,"xa23",11
"Acrocephalus scirpaceus","Eurasian Reed Warbler",0.2675,"xa23",11
"Acrocephalus palustris","Marsh Warbler",0.1067,"xa23",11
"Phasianus colchicus","Ring-necked Pheasant",0.1021,"xa23",11
"Phylloscopus trochilus","Willow Warbler",0.1296,"xa23",11
