Scientific.name,Common.name,Confidence,Audio_IDs,Site_IDs
Tringa glareola,Wood Sandpiper,"0.12,   0.49,   0.24,   0.1,   0.2,   0.21,   0.16,   0.4,   0.4,   0.14,   0.29,   0.15","A021,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A024,   A025,   xa23","1,   19,   17,   18,   13,   12,   2,   3,   14,   7,   10,   11"
Emberiza citrinella,Yellowhammer,"0.21,   0.23,   0.17,   0.13,   0.1,   0.12,   0.12,   0.11,   0.12,   0.14,   0.11,   0.11,   0.18,   0.11,   0.13","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Vanellus vanellus,Northern Lapwing,"0.12,   0.18,   0.13,   0.12,   0.1,   0.12,   0.18,   0.22,   0.13,   0.13,   0.1,   0.1,   0.15,   0.16","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   7,   10,   11"
Garrulus glandarius,Eurasian Jay,"0.13,   0.27,   0.37,   0.43,   0.3,   0.25,   0.14,   0.15,   0.11,   0.15,   0.54,   0.12","A021,   A023,   A029,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A030,   xa23","1,   16,   17,   13,   12,   2,   3,   14,   6,   7,   8,   11"
Aegithalos caudatus,Long-tailed Tit,"0.11,   0.64,   0.14,   0.49,   0.28,   0.19,   0.3,   0.72,   0.12,   0.44,   0.4,   0.55,   0.13,   0.1","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A036,   A037,   A027,   A024,   A030,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   3,   14,   6,   7,   8,   10,   11"
Dryocopus martius,Black Woodpecker,"0.15,   0.11,   0.13,   0.22,   0.26,   0.21,   0.11,   0.11,   0.19,   0.19","A021,   A022,   A026,   A032,   A034,   A036,   A037,   A027,   A024,   xa23","1,   15,   19,   18,   12,   3,   14,   6,   7,   11"
Saxicola rubicola,European Stonechat,"0.15,   0.14,   0.11,   0.13,   0.19,   0.17,   0.15,   0.11,   0.1,   0.11,   0.21,   0.14,   0.11,   0.11,   0.11","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Columba oenas,Stock Dove,"0.17,   0.14,   0.3,   0.12,   0.11,   0.14,   0.11,   0.13,   0.27,   0.12","A021,   A022,   A026,   A032,   A034,   A037,   A027,   A024,   A025,   xa23","1,   15,   19,   18,   12,   14,   6,   7,   10,   11"
Coccothraustes coccothraustes,Hawfinch,"0.18,   0.63,   0.24,   0.94,   0.13,   0.34,   0.27,   0.33,   0.25,   0.34,   0.18,   0.98,   0.78,   0.14","A021,   A022,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A030,   A025,   xa23","1,   15,   17,   18,   13,   12,   2,   3,   14,   6,   7,   8,   10,   11"
Certhia familiaris,Eurasian Treecreeper,"0.13,   0.11,   0.44,   0.23,   0.14,   0.38,   0.11,   0.15","A021,   A022,   A026,   A034,   A037,   A027,   A024,   xa23","1,   15,   19,   12,   14,   6,   7,   11"
Corvus monedula,Eurasian Jackdaw,"0.12,   0.12,   0.14,   0.14,   0.11,   0.12,   0.13,   0.87,   0.58,   0.49,   0.52,   0.2,   0.1,   0.84,   0.44,   0.19","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A030,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   8,   10,   11"
Emberiza calandra,Corn Bunting,"0.11,   0.11,   0.12,   0.13,   0.11,   0.15,   0.12,   0.1,   0.13,   0.13,   0.19,   0.12,   0.1","A021,   A022,   A023,   A026,   A029,   A032,   A034,   A035,   A036,   A037,   A027,   A024,   xa23","1,   15,   16,   19,   17,   18,   12,   2,   3,   14,   6,   7,   11"
Riparia riparia,Bank Swallow,"0.13,   0.12,   0.13,   0.22,   0.29,   0.11,   0.12,   0.13,   0.15","A021,   A023,   A026,   A029,   A032,   A034,   A035,   A037,   A025","1,   16,   19,   17,   18,   12,   2,   14,   10"
Alcedo atthis,Common Kingfisher,"0.11,   0.1,   0.3,   0.19,   0.18","A021,   A034,   A037,   A024,   xa23","1,   12,   14,   7,   11"
Motacilla cinerea,Gray Wagtail,"0.11,   0.13,   0.13,   0.1,   0.29,   0.19,   0.1,   0.58,   0.13,   0.11,   0.12,   0.14,   0.95,   0.11,   0.11","A021,   A022,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A030,   A025,   xa23","1,   15,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   8,   10,   11"
Mareca strepera,Gadwall,"0.13,   0.12,   0.52,   0.12,   0.2,   0.11,   0.26,   0.12,   0.15,   0.13,   0.15,   0.16,   0.16","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   11"
Aythya ferina,Common Pochard,"0.11,   0.13,   0.19,   0.18,   0.12,   0.1,   0.14,   0.14","A021,   A026,   A029,   A032,   A034,   A035,   A036,   A037","1,   19,   17,   18,   12,   2,   3,   14"
Lanius collurio,Red-backed Shrike,"0.27,   0.11,   0.42,   0.14,   0.11,   0.11,   0.21,   0.12","A021,   A022,   A023,   A029,   A032,   A027,   A024,   xa23","1,   15,   16,   17,   18,   6,   7,   11"
Actitis hypoleucos,Common Sandpiper,"0.31,   0.51,   0.93,   0.12,   0.19,   0.11,   0.83,   0.37,   0.14,   0.43,   0.17,   0.19,   0.15,   0.6,   0.15,   0.36","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A030,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   8,   10,   11"
Tringa totanus,Common Redshank,"0.14,   0.16,   0.19,   0.23,   0.16,   0.11,   0.18,   0.25,   0.36,   0.1,   0.12,   0.11,   0.11,   0.17,   0.15","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Tringa nebularia,Common Greenshank,"0.1,   0.22,   0.12,   0.2,   0.1,   0.23,   0.65,   0.13,   0.11,   0.22,   0.11,   0.12,   0.19,   0.24,   0.12","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Ardea cinerea,Gray Heron,"0.96,   0.43,   0.83,   0.21,   0.87,   0.27,   0.91,   0.11,   0.25,   0.24,   0.1,   0.26,   0.13,   0.66,   0.52","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Grus grus,Common Crane,"0.15,   0.18,   0.17,   0.14,   0.11,   0.15,   0.47,   0.26,   0.12,   0.1,   0.14,   0.13,   0.16,   0.55,   0.27,   0.13","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A030,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   8,   10,   11"
Falco subbuteo,Eurasian Hobby,"0.15,   0.11,   0.15,   0.23,   0.14,   0.12,   0.11,   0.25,   0.1,   0.28,   0.13","A021,   A022,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   xa23","1,   15,   19,   17,   18,   13,   12,   2,   3,   14,   11"
Numenius phaeopus,Whimbrel,"0.16,   0.11,   0.18,   0.11,   0.19,   0.15,   0.2,   0.18,   0.14,   0.17,   0.1","A021,   A022,   A023,   A026,   A029,   A032,   A035,   A036,   A037,   A025,   xa23","1,   15,   16,   19,   17,   18,   2,   3,   14,   10,   11"
Anthus pratensis,Meadow Pipit,"0.12,   0.15,   0.1,   0.11,   0.29,   0.11,   0.1,   0.12,   0.15,   0.22,   0.13,   0.23,   0.12,   0.13,   0.11","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Phylloscopus sibilatrix,Wood Warbler,"0.12,   0.72,   0.28,   0.22,   0.24","A021,   A029,   A036,   A027,   A024","1,   17,   3,   6,   7"
Anser anser,Graylag Goose,"0.16,   0.18,   0.18,   0.23,   0.15,   0.11,   0.1,   0.1,   0.19,   0.3,   0.12,   0.32,   0.15,   0.68,   0.13,   0.14","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A030,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   8,   10,   11"
Regulus regulus,Goldcrest,"0.1,   0.11,   0.13,   0.16,   0.11,   0.1,   0.11,   0.28,   0.15,   0.14,   0.16,   0.17","A021,   A022,   A023,   A029,   A033,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   17,   13,   2,   3,   14,   6,   7,   10,   11"
Fringilla coelebs,Common Chaffinch,"0.14,   0.11,   0.17,   0.21,   0.24,   0.38,   0.12,   0.11,   0.26,   0.14,   0.41,   0.74,   0.11,   0.15","A021,   A022,   A023,   A029,   A032,   A033,   A034,   A036,   A037,   A027,   A024,   A030,   A025,   xa23","1,   15,   16,   17,   18,   13,   12,   3,   14,   6,   7,   8,   10,   11"
Phasianus colchicus,Ring-necked Pheasant,"0.11,   0.11,   0.75,   0.15,   0.17,   0.22,   0.16,   0.32,   0.19,   0.3,   0.1,   0.97,   0.2,   0.1","A021,   A023,   A026,   A029,   A032,   A033,   A034,   A036,   A037,   A027,   A024,   A030,   A025,   xa23","1,   16,   19,   17,   18,   13,   12,   3,   14,   6,   7,   8,   10,   11"
Accipiter gentilis,Northern Goshawk,"0.13,   0.12,   0.12,   0.26","A021,   A037,   A024,   xa23","1,   14,   7,   11"
Pica pica,Eurasian Magpie,"0.13,   0.12,   0.11,   0.11,   0.17,   0.16,   0.77,   0.11,   0.2,   0.6,   0.13,   0.12,   0.43,   0.12","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   3,   14,   6,   7,   10,   11"
Mareca penelope,Eurasian Wigeon,"0.18,   0.16,   0.23,   0.35,   0.11,   0.62,   0.11,   0.15,   0.14,   0.13,   0.14,   0.27,   0.12,   0.18,   0.12","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Calidris alpina,Dunlin,"0.27,   0.16,   0.12,   0.1,   0.31,   0.13,   0.44,   0.11,   0.11,   0.22,   0.35,   0.11","A021,   A022,   A023,   A026,   A029,   A033,   A034,   A035,   A036,   A037,   A025,   xa23","1,   15,   16,   19,   17,   13,   12,   2,   3,   14,   10,   11"
Oenanthe oenanthe,Northern Wheatear,"0.12,   0.31,   0.15,   0.14,   0.13,   0.11,   0.13,   0.1,   0.39,   0.1,   0.15,   0.14,   0.23,   0.17,   0.11","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Branta canadensis,Canada Goose,"0.15,   0.16,   0.14,   0.12,   0.11,   0.14,   0.17,   0.18,   0.4,   0.18,   0.1,   0.11,   0.38,   0.58,   0.16","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A030,   A025","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   8,   10"
Linaria cannabina,Eurasian Linnet,"0.21,   0.17,   0.3,   0.1,   0.23,   0.69,   0.13,   0.11,   0.8,   0.95,   0.62,   0.71,   0.12,   0.23,   0.1","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Saxicola rubetra,Whinchat,"0.36,   0.1,   0.14,   0.11,   0.11,   0.13,   0.39,   0.16,   0.14,   0.23,   0.21,   0.14","A021,   A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A027,   xa23","1,   15,   16,   19,   17,   18,   13,   12,   2,   3,   6,   11"
Cygnus olor,Mute Swan,"0.14,   0.23,   0.22,   0.15,   0.21,   0.7,   0.31,   0.21,   0.11","A021,   A022,   A026,   A029,   A032,   A034,   A035,   A027,   A024","1,   15,   19,   17,   18,   12,   2,   6,   7"
Milvus migrans,Black Kite,"0.19,   0.13,   0.12,   0.91,   0.38,   0.61,   0.26,   0.13,   0.12,   0.1,   0.11","A021,   A022,   A023,   A026,   A029,   A032,   A034,   A035,   A037,   A024,   xa23","1,   15,   16,   19,   17,   18,   12,   2,   14,   7,   11"
Lophophanes cristatus,Crested Tit,"0.16,   0.29,   0.18,   0.37,   0.1,   0.11,   0.2,   0.14","A021,   A032,   A033,   A036,   A037,   A027,   A025,   xa23","1,   18,   13,   3,   14,   6,   10,   11"
Muscicapa striata,Spotted Flycatcher,"0.16,   0.1,   0.12,   0.36,   0.14,   0.19,   0.2,   0.19,   0.1,   0.11,   0.31,   0.1","A021,   A022,   A023,   A026,   A029,   A032,   A035,   A036,   A037,   A027,   A024,   xa23","1,   15,   16,   19,   17,   18,   2,   3,   14,   6,   7,   11"
Ardea alba,Great Egret,0.17,A027,6
Accipiter nisus,Eurasian Sparrowhawk,0.1,A024,7
Bucephala clangula,Common Goldeneye,0.54,A030,8
Loxia curvirostra,Red Crossbill,0.26,A034,12
Larus canus,Common Gull,0.11,A034,12
Corvus cornix,Hooded Crow,"0.14,   0.26,   0.58","A033,   A034,   A030","13,   12,   8"
Botaurus stellaris,Great Bittern,"0.11,   0.22","A033,   A034","13,   12"
Poecile montanus,Willow Tit,0.23,A033,13
Passer montanus,Eurasian Tree Sparrow,"0.12,   0.15,   0.23","A033,   A037,   xa23","13,   14,   11"
Pandion haliaetus,Osprey,"0.12,   0.28","A033,   A034","13,   12"
Tringa erythropus,Spotted Redshank,0.1,A033,13
Himantopus himantopus,Black-winged Stilt,"0.12,   0.12,   0.11,   0.37,   0.15,   0.12","A022,   A026,   A029,   A032,   A035,   A025","15,   19,   17,   18,   2,   10"
Charadrius hiaticula,Common Ringed Plover,"0.15,   0.12,   0.11,   0.11,   0.13,   0.12,   0.23,   0.12,   0.17,   0.25,   0.14,   0.11,   0.1,   0.11","A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Columba livia,Rock Pigeon,"0.16,   0.15,   0.1,   0.12,   0.34","A022,   A033,   A027,   A024,   A025","15,   13,   6,   7,   10"
Turdus pilaris,Fieldfare,"0.15,   0.11,   0.14,   0.13,   0.13,   0.88,   0.12,   0.13,   0.13,   0.13","A022,   A029,   A033,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","15,   17,   13,   2,   3,   14,   6,   7,   10,   11"
Circus aeruginosus,Eurasian Marsh-Harrier,"0.26,   0.11,   0.2,   0.26,   0.19,   0.15,   0.17,   0.13,   0.12,   0.16","A022,   A023,   A029,   A032,   A033,   A035,   A037,   A027,   A024,   A025","15,   16,   17,   18,   13,   2,   14,   6,   7,   10"
Anthus spinoletta,Water Pipit,"0.2,   0.24,   0.11,   0.18,   0.2","A022,   A029,   A032,   A035,   A037","15,   17,   18,   2,   14"
Sterna hirundo,Common Tern,"0.1,   0.13,   0.33,   0.1,   0.25,   0.12,   0.23","A022,   A029,   A032,   A033,   A034,   A025,   xa23","15,   17,   18,   13,   12,   10,   11"
Tadorna tadorna,Common Shelduck,"0.23,   0.11,   0.13","A022,   A037,   A025","15,   14,   10"
Corvus corax,Common Raven,"0.24,   0.15,   0.31,   0.32,   0.12,   0.11,   0.33,   0.34","A022,   A032,   A033,   A034,   A035,   A024,   A025,   xa23","15,   18,   13,   12,   2,   7,   10,   11"
Alopochen aegyptiaca,Egyptian Goose,"0.32,   0.13,   0.81,   0.16,   0.79,   0.99,   0.25,   0.47,   0.4,   0.99,   0.87,   0.42,   0.92,   0.18","A022,   A023,   A026,   A029,   A032,   A033,   A034,   A035,   A036,   A037,   A027,   A024,   A025,   xa23","15,   16,   19,   17,   18,   13,   12,   2,   3,   14,   6,   7,   10,   11"
Larus argentatus,Herring Gull,"0.25,   0.13,   0.18,   0.11,   0.25,   0.17,   0.11,   0.14,   0.11,   0.11","A022,   A023,   A026,   A029,   A032,   A035,   A037,   A027,   A024,   A025","15,   16,   19,   17,   18,   2,   14,   6,   7,   10"
Limosa limosa,Black-tailed Godwit,"0.39,   0.13,   0.13","A022,   A029,   xa23","15,   17,   11"
Recurvirostra avosetta,Pied Avocet,"0.13,   0.17,   0.12,   0.15,   0.17,   0.12,   0.1,   0.14","A022,   A032,   A033,   A034,   A035,   A037,   A027,   A025","15,   18,   13,   12,   2,   14,   6,   10"
Larus fuscus,Lesser Black-backed Gull,"0.2,   0.1,   0.14,   0.17,   0.14,   0.23,   0.32,   0.1","A022,   A026,   A029,   A032,   A037,   A024,   A025,   xa23","15,   19,   17,   18,   14,   7,   10,   11"
Larus michahellis,Yellow-legged Gull,"0.16,   0.13,   0.1,   0.12,   0.19,   0.14,   0.21,   0.15,   0.21,   0.13,   0.12","A022,   A026,   A032,   A033,   A034,   A035,   A036,   A037,   A024,   A025,   xa23","15,   19,   18,   13,   12,   2,   3,   14,   7,   10,   11"
Thalasseus sandvicensis,Sandwich Tern,"0.14,   0.21,   0.11,   0.13,   0.2,   0.3,   0.22","A023,   A026,   A029,   A036,   A037,   A025,   xa23","16,   19,   17,   3,   14,   10,   11"
Ciconia ciconia,White Stork,"0.18,   0.17,   0.12,   0.17,   0.35,   0.21","A029,   A033,   A035,   A027,   A024,   A025","17,   13,   2,   6,   7,   10"
Phalacrocorax carbo,Great Cormorant,"0.18,   0.1,   0.18,   0.15,   0.3,   0.37,   0.1,   0.21","A029,   A032,   A034,   A035,   A027,   A024,   A025,   xa23","17,   18,   12,   2,   6,   7,   10,   11"
Bubulcus ibis,Cattle Egret,"0.18,   0.12,   0.5,   0.49","A032,   A027,   A024,   A025","18,   6,   7,   10"
Chlidonias niger,Black Tern,"0.12,   0.21,   0.11,   0.11,   0.11","A032,   A037,   A027,   A025,   xa23","18,   14,   6,   10,   11"
Passer domesticus,House Sparrow,"0.19,   0.11,   0.11,   0.14,   0.11,   0.12","A032,   A033,   A034,   A037,   A025,   xa23","18,   13,   12,   14,   10,   11"
Mergus merganser,Common Merganser,"0.2,   0.34,   0.12,   0.22","A032,   A034,   A035,   xa23","18,   12,   2,   11"
Egretta garzetta,Little Egret,"0.11,   0.33,   0.1,   0.13","A026,   A027,   A024,   xa23","19,   6,   7,   11"
