Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Turdus merula,Eurasian Blackbird,0.4238,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
6.0,9.0,Turdus merula,Eurasian Blackbird,0.8252,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
9.0,12.0,Turdus merula,Eurasian Blackbird,0.1075,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
15.0,18.0,Turdus merula,Eurasian Blackbird,0.9126,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
21.0,24.0,Turdus merula,Eurasian Blackbird,0.9038,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
24.0,27.0,Turdus merula,Eurasian Blackbird,0.7192,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
27.0,30.0,Anas platyrhynchos,Mallard,0.3272,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
30.0,33.0,Anas platyrhynchos,Mallard,0.6955,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
30.0,33.0,Turdus merula,Eurasian Blackbird,0.5741,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
33.0,36.0,Turdus merula,Eurasian Blackbird,0.5890,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
36.0,39.0,Bubulcus ibis,Cattle Egret,0.5045,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
42.0,45.0,Turdus merula,Eurasian Blackbird,0.9729,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
45.0,48.0,Anas platyrhynchos,Mallard,0.4227,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
45.0,48.0,Mareca strepera,Gadwall,0.1613,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
48.0,51.0,Acrocephalus arundinaceus,Great Reed Warbler,0.2054,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
51.0,54.0,Turdus merula,Eurasian Blackbird,0.8552,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
54.0,57.0,Turdus merula,Eurasian Blackbird,0.3477,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
57.0,60.0,Anas platyrhynchos,Mallard,0.5043,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
60.0,63.0,Turdus merula,Eurasian Blackbird,0.9897,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
66.0,69.0,Anas platyrhynchos,Mallard,0.7299,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
69.0,72.0,Anas platyrhynchos,Mallard,0.6996,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
72.0,75.0,Anas platyrhynchos,Mallard,0.6005,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
75.0,78.0,Anas platyrhynchos,Mallard,0.1062,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
78.0,81.0,Anas platyrhynchos,Mallard,0.3006,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
81.0,84.0,Turdus merula,Eurasian Blackbird,0.2893,F:/soundscape ecology/data/10m_1h/A024\20250425_200000.WAV
