"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Tachybaptus ruficollis","Little Grebe",0.2855,"A037","14"
"Thalasseus sandvicensis","Sandwich Tern",0.2028,"A037","14"
"Erithacus rubecula","European Robin",0.303,"A037","14"
"Anas platyrhynchos","Mallard",0.1538,"A037","14"
"Anthus trivialis","Tree Pipit",0.2427,"A037","14"
"Milvus migrans","Black Kite",0.1225,"A037","14"
"Garrulus glandarius","Eurasian Jay",0.1516,"A037","14"
"Ardea cinerea","Gray Heron",0.1002,"A037","14"
"Larus argentatus","Herring Gull",0.1133,"A037","14"
"Phoenicurus ochruros","Black Redstart",0.4163,"A037","14"
"Calidris alpina","Dunlin",0.2165,"A037","14"
"Actitis hypoleucos","Common Sandpiper",0.1673,"A037","14"
"Emberiza calandra","Corn Bunting",0.1305,"A037","14"
"Motacilla flava","Western Yellow Wagtail",0.1888,"A037","14"
"Circus aeruginosus","Eurasian Marsh-Harrier",0.1725,"A037","14"
"Tadorna tadorna","Common Shelduck",0.113,"A037","14"
"Dendrocopos major","Great Spotted Woodpecker",0.1154,"A037","14"
"Anthus pratensis","Meadow Pipit",0.1301,"A037","14"
"Motacilla alba","White Wagtail",0.1175,"A037","14"
"Locustella luscinioides","Savi's Warbler",0.1023,"A037","14"
"Passer domesticus","House Sparrow",0.1352,"A037","14"
"Carduelis carduelis","European Goldfinch",0.1544,"A037","14"
"Sylvia borin","Garden Warbler",0.1028,"A037","14"
"Phoenicurus phoenicurus","Common Redstart",0.1649,"A037","14"
"Psittacula krameri","Rose-ringed Parakeet",0.7362,"A037","14"
"Curruca communis","Greater Whitethroat",0.1583,"A037","14"
"Acrocephalus scirpaceus","Eurasian Reed Warbler",0.1397,"A037","14"
"Luscinia megarhynchos","Common Nightingale",0.1817,"A037","14"
"Turdus pilaris","Fieldfare",0.8848,"A037","14"
"Delichon urbicum","Common House-Martin",0.3776,"A037","14"
"Gallinago gallinago","Common Snipe",0.1445,"A037","14"
"Oenanthe oenanthe","Northern Wheatear",0.1451,"A037","14"
"Hirundo rustica","Barn Swallow",0.2155,"A037","14"
"Pyrrhula pyrrhula","Eurasian Bullfinch",0.1049,"A037","14"
"Coccothraustes coccothraustes","Hawfinch",0.2473,"A037","14"
"Aegithalos caudatus","Long-tailed Tit",0.1161,"A037","14"
"Lophophanes cristatus","Crested Tit",0.104,"A037","14"
"Periparus ater","Coal Tit",0.1806,"A037","14"
"Larus fuscus","Lesser Black-backed Gull",0.1367,"A037","14"
"Anser anser","Graylag Goose",0.1217,"A037","14"
"Branta canadensis","Canada Goose",0.1037,"A037","14"
"Larus michahellis","Yellow-legged Gull",0.1453,"A037","14"
"Vanellus vanellus","Northern Lapwing",0.1049,"A037","14"
"Cuculus canorus","Common Cuckoo",0.1091,"A037","14"
"Aythya ferina","Common Pochard",0.1436,"A037","14"
"Acrocephalus arundinaceus","Great Reed Warbler",0.1037,"A037","14"
"Turdus philomelos","Song Thrush",0.1235,"A037","14"
"Grus grus","Common Crane",0.1436,"A037","14"
"Recurvirostra avosetta","Pied Avocet",0.1224,"A037","14"
"Phasianus colchicus","Ring-necked Pheasant",0.1904,"A037","14"
"Regulus ignicapilla","Common Firecrest",0.4242,"A037","14"
"Regulus regulus","Goldcrest",0.2827,"A037","14"
"Alopochen aegyptiaca","Egyptian Goose",0.9901,"A037","14"
"Linaria cannabina","Eurasian Linnet",0.6204,"A037","14"
"Cettia cetti","Cetti's Warbler",0.1254,"A037","14"
"Riparia riparia","Bank Swallow",0.1316,"A037","14"
"Muscicapa striata","Spotted Flycatcher",0.1037,"A037","14"
"Falco subbuteo","Eurasian Hobby",0.2779,"A037","14"
"Dryocopus martius","Black Woodpecker",0.1137,"A037","14"
"Sturnus vulgaris","European Starling",0.1831,"A037","14"
"Troglodytes troglodytes","Eurasian Wren",0.1479,"A037","14"
"Anthus spinoletta","Water Pipit",0.1953,"A037","14"
"Certhia brachydactyla","Short-toed Treecreeper",0.5121,"A037","14"
"Alcedo atthis","Common Kingfisher",0.3036,"A037","14"
"Passer montanus","Eurasian Tree Sparrow",0.151,"A037","14"
"Certhia familiaris","Eurasian Treecreeper",0.1446,"A037","14"
"Chlidonias niger","Black Tern",0.2062,"A037","14"
"Dendrocoptes medius","Middle Spotted Woodpecker",0.1212,"A037","14"
"Motacilla cinerea","Gray Wagtail",0.1136,"A037","14"
"Accipiter gentilis","Northern Goshawk",0.1173,"A037","14"
"Columba oenas","Stock Dove",0.1412,"A037","14"
"Poecile palustris","Marsh Tit",0.1938,"A037","14"
