"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Phylloscopus collybita","Common Chiffchaff",0.1658,"A033","13"
"Phoenicurus phoenicurus","Common Redstart",0.2084,"A033","13"
"Anas crecca","Green-winged Teal",0.1791,"A033","13"
"Turdus merula","Eurasian Blackbird",0.1139,"A033","13"
"Falco tinnunculus","Eurasian Kestrel",0.1464,"A033","13"
"Corvus monedula","Eurasian Jackdaw",0.1269,"A033","13"
"Circus aeruginosus","Eurasian Marsh-Harrier",0.1928,"A033","13"
"Columba livia","Rock Pigeon",0.1529,"A033","13"
"Streptopelia decaocto","Eurasian Collared-Dove",0.3297,"A033","13"
"Rallus aquaticus","Water Rail",0.285,"A033","13"
"Columba palumbus","Common Wood-Pigeon",0.5065,"A033","13"
"Alauda arvensis","Eurasian Skylark",0.3463,"A033","13"
"Oenanthe oenanthe","Northern Wheatear",0.1299,"A033","13"
"Dendrocopos major","Great Spotted Woodpecker",0.2236,"A033","13"
"Lullula arborea","Wood Lark",0.2126,"A033","13"
"Fulica atra","Eurasian Coot",0.1955,"A033","13"
"Emberiza schoeniclus","Reed Bunting",0.1349,"A033","13"
"Luscinia svecica","Bluethroat",0.1298,"A033","13"
"Acrocephalus palustris","Marsh Warbler",0.1071,"A033","13"
"Corvus corone","Carrion Crow",0.5115,"A033","13"
"Corvus cornix","Hooded Crow",0.1363,"A033","13"
"Pyrrhula pyrrhula","Eurasian Bullfinch",0.2684,"A033","13"
"Numenius arquata","Eurasian Curlew",0.1106,"A033","13"
"Corvus frugilegus","Rook",0.1004,"A033","13"
"Emberiza citrinella","Yellowhammer",0.1244,"A033","13"
"Chroicocephalus ridibundus","Black-headed Gull",0.1744,"A033","13"
"Anas platyrhynchos","Mallard",0.1074,"A033","13"
"Vanellus vanellus","Northern Lapwing",0.1755,"A033","13"
"Charadrius hiaticula","Common Ringed Plover",0.115,"A033","13"
"Cyanistes caeruleus","Eurasian Blue Tit",0.2435,"A033","13"
"Pica pica","Eurasian Magpie",0.7729,"A033","13"
"Tringa totanus","Common Redshank",0.1794,"A033","13"
"Charadrius dubius","Little Ringed Plover",0.1045,"A033","13"
"Tringa nebularia","Common Greenshank",0.6465,"A033","13"
"Milvus milvus","Red Kite",0.1114,"A033","13"
"Calidris alpina","Dunlin",0.1251,"A033","13"
"Apus apus","Common Swift",0.1017,"A033","13"
"Curruca communis","Greater Whitethroat",0.1239,"A033","13"
"Fringilla coelebs","Common Chaffinch",0.3844,"A033","13"
"Chloris chloris","European Greenfinch",0.4283,"A033","13"
"Tringa glareola","Wood Sandpiper",0.2008,"A033","13"
"Acrocephalus arundinaceus","Great Reed Warbler",0.1339,"A033","13"
"Locustella luscinioides","Savi's Warbler",0.1567,"A033","13"
"Prunella modularis","Dunnock",0.9468,"A033","13"
"Picus viridis","Eurasian Green Woodpecker",0.3622,"A033","13"
"Saxicola rubicola","European Stonechat",0.1549,"A033","13"
"Carduelis carduelis","European Goldfinch",0.2984,"A033","13"
"Turdus viscivorus","Mistle Thrush",0.1581,"A033","13"
"Luscinia megarhynchos","Common Nightingale",0.1429,"A033","13"
"Tringa ochropus","Green Sandpiper",0.166,"A033","13"
"Locustella naevia","Common Grasshopper-Warbler",0.1184,"A033","13"
"Coccothraustes coccothraustes","Hawfinch",0.1273,"A033","13"
"Turdus philomelos","Song Thrush",0.102,"A033","13"
"Tachybaptus ruficollis","Little Grebe",0.2713,"A033","13"
"Gallinula chloropus","Eurasian Moorhen",0.1315,"A033","13"
"Grus grus","Common Crane",0.4666,"A033","13"
"Botaurus stellaris","Great Bittern",0.112,"A033","13"
"Erithacus rubecula","European Robin",0.1053,"A033","13"
"Buteo buteo","Common Buzzard",0.1046,"A033","13"
"Linaria cannabina","Eurasian Linnet",0.1262,"A033","13"
