"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Spinus spinus","Eurasian Siskin",0.1111,"A033","13"
"Parus major","Great Tit",0.3111,"A033","13"
"Poecile montanus","Willow Tit",0.2272,"A033","13"
"Falco subbuteo","Eurasian Hobby",0.124,"A033","13"
"Anthus trivialis","Tree Pipit",0.1159,"A033","13"
"Curruca curruca","Lesser Whitethroat",0.1232,"A033","13"
"Certhia brachydactyla","Short-toed Treecreeper",0.1009,"A033","13"
"Ardea cinerea","Gray Heron",0.9111,"A033","13"
"Sylvia atricapilla","Eurasian Blackcap",0.1385,"A033","13"
"Acrocephalus scirpaceus","Eurasian Reed Warbler",0.1068,"A033","13"
"Motacilla alba","White Wagtail",0.2427,"A033","13"
"Branta canadensis","Canada Goose",0.1698,"A033","13"
"Passer montanus","Eurasian Tree Sparrow",0.1176,"A033","13"
"Lophophanes cristatus","Crested Tit",0.1805,"A033","13"
"Passer domesticus","House Sparrow",0.1081,"A033","13"
"Motacilla flava","Western Yellow Wagtail",0.5834,"A033","13"
"Mareca strepera","Gadwall",0.2591,"A033","13"
"Anser anser","Graylag Goose",0.1004,"A033","13"
"Periparus ater","Coal Tit",0.1813,"A033","13"
"Mareca penelope","Eurasian Wigeon",0.111,"A033","13"
"Garrulus glandarius","Eurasian Jay",0.43,"A033","13"
"Pandion haliaetus","Osprey",0.1204,"A033","13"
"Serinus serinus","European Serin",0.1234,"A033","13"
"Hirundo rustica","Barn Swallow",0.1842,"A033","13"
"Cuculus canorus","Common Cuckoo",0.2388,"A033","13"
"Ciconia ciconia","White Stork",0.1664,"A033","13"
"Phylloscopus trochilus","Willow Warbler",0.1004,"A033","13"
"Regulus ignicapilla","Common Firecrest",0.1639,"A033","13"
"Gallinago gallinago","Common Snipe",0.1175,"A033","13"
"Alopochen aegyptiaca","Egyptian Goose",0.9908,"A033","13"
"Corvus corax","Common Raven",0.3073,"A033","13"
"Regulus regulus","Goldcrest",0.1083,"A033","13"
"Tringa erythropus","Spotted Redshank",0.1048,"A033","13"
"Phasianus colchicus","Ring-necked Pheasant",0.2227,"A033","13"
"Larus michahellis","Yellow-legged Gull",0.1161,"A033","13"
"Sterna hirundo","Common Tern",0.1047,"A033","13"
"Jynx torquilla","Eurasian Wryneck",0.6025,"A033","13"
"Anthus pratensis","Meadow Pipit",0.1021,"A033","13"
"Actitis hypoleucos","Common Sandpiper",0.8327,"A033","13"
"Phoenicurus ochruros","Black Redstart",0.2325,"A033","13"
"Acrocephalus schoenobaenus","Sedge Warbler",0.2121,"A033","13"
"Aegithalos caudatus","Long-tailed Tit",0.2963,"A033","13"
"Motacilla cinerea","Gray Wagtail",0.1919,"A033","13"
"Oriolus oriolus","Eurasian Golden Oriole",0.1011,"A033","13"
"Turdus pilaris","Fieldfare",0.1387,"A033","13"
"Sylvia borin","Garden Warbler",0.1017,"A033","13"
"Saxicola rubetra","Whinchat",0.3943,"A033","13"
"Troglodytes troglodytes","Eurasian Wren",0.1138,"A033","13"
"Recurvirostra avosetta","Pied Avocet",0.1196,"A033","13"
