"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Sylvia borin","Garden Warbler",0.197,"A023","16"
"Curruca communis","Greater Whitethroat",0.1317,"A023","16"
"Buteo buteo","Common Buzzard",0.1324,"A023","16"
"Turdus merula","Eurasian Blackbird",0.1104,"A023","16"
"Cyanistes caeruleus","Eurasian Blue Tit",0.1012,"A023","16"
"Larus argentatus","Herring Gull",0.1261,"A023","16"
"Alauda arvensis","Eurasian Skylark",0.1213,"A023","16"
"Prunella modularis","Dunnock",0.2692,"A023","16"
"Hippolais polyglotta","Melodious Warbler",0.2302,"A023","16"
"Carduelis carduelis","European Goldfinch",0.2081,"A023","16"
"Picus viridis","Eurasian Green Woodpecker",0.6288,"A023","16"
"Saxicola rubetra","Whinchat",0.1362,"A023","16"
"Rallus aquaticus","Water Rail",0.1977,"A023","16"
"Phylloscopus collybita","Common Chiffchaff",0.4489,"A023","16"
"Phoenicurus phoenicurus","Common Redstart",0.1319,"A023","16"
"Acrocephalus palustris","Marsh Warbler",0.1288,"A023","16"
"Curruca curruca","Lesser Whitethroat",0.2192,"A023","16"
"Lullula arborea","Wood Lark",0.1848,"A023","16"
"Sylvia atricapilla","Eurasian Blackcap",0.2677,"A023","16"
"Tringa totanus","Common Redshank",0.1891,"A023","16"
"Emberiza schoeniclus","Reed Bunting",0.1079,"A023","16"
"Spinus spinus","Eurasian Siskin",0.1962,"A023","16"
"Circus aeruginosus","Eurasian Marsh-Harrier",0.1122,"A023","16"
"Numenius arquata","Eurasian Curlew",0.291,"A023","16"
"Tringa nebularia","Common Greenshank",0.1214,"A023","16"
"Phylloscopus trochilus","Willow Warbler",0.1646,"A023","16"
"Acrocephalus scirpaceus","Eurasian Reed Warbler",0.1017,"A023","16"
"Anthus trivialis","Tree Pipit",0.1321,"A023","16"
"Linaria cannabina","Eurasian Linnet",0.3006,"A023","16"
"Charadrius dubius","Little Ringed Plover",0.1218,"A023","16"
"Apus apus","Common Swift",0.3315,"A023","16"
"Phoenicurus ochruros","Black Redstart",0.1606,"A023","16"
"Oriolus oriolus","Eurasian Golden Oriole",0.1191,"A023","16"
"Chloris chloris","European Greenfinch",0.6227,"A023","16"
"Tringa ochropus","Green Sandpiper",0.4802,"A023","16"
"Luscinia svecica","Bluethroat",0.1037,"A023","16"
"Milvus milvus","Red Kite",0.1032,"A023","16"
"Oenanthe oenanthe","Northern Wheatear",0.1536,"A023","16"
"Mareca strepera","Gadwall",0.5185,"A023","16"
"Vanellus vanellus","Northern Lapwing",0.1289,"A023","16"
"Corvus corone","Carrion Crow",0.159,"A023","16"
"Fringilla coelebs","Common Chaffinch",0.172,"A023","16"
"Emberiza citrinella","Yellowhammer",0.1717,"A023","16"
"Saxicola rubicola","European Stonechat",0.1141,"A023","16"
"Acrocephalus arundinaceus","Great Reed Warbler",0.108,"A023","16"
"Haematopus ostralegus","Eurasian Oystercatcher",0.1432,"A023","16"
"Charadrius hiaticula","Common Ringed Plover",0.1182,"A023","16"
"Luscinia megarhynchos","Common Nightingale",0.1167,"A023","16"
"Acrocephalus schoenobaenus","Sedge Warbler",0.1015,"A023","16"
"Hirundo rustica","Barn Swallow",0.1415,"A023","16"
"Turdus philomelos","Song Thrush",0.1335,"A023","16"
"Anas crecca","Green-winged Teal",0.1953,"A023","16"
"Fulica atra","Eurasian Coot",0.1949,"A023","16"
"Corvus frugilegus","Rook",0.115,"A023","16"
"Gallinula chloropus","Eurasian Moorhen",0.1287,"A023","16"
"Locustella naevia","Common Grasshopper-Warbler",0.1291,"A023","16"
"Erithacus rubecula","European Robin",0.1428,"A023","16"
"Anas platyrhynchos","Mallard",0.1383,"A023","16"
"Numenius phaeopus","Whimbrel",0.1845,"A023","16"
"Chroicocephalus ridibundus","Black-headed Gull",0.1637,"A023","16"
"Calidris alpina","Dunlin",0.1204,"A023","16"
"Certhia brachydactyla","Short-toed Treecreeper",0.1241,"A023","16"
"Falco tinnunculus","Eurasian Kestrel",0.152,"A023","16"
"Lanius collurio","Red-backed Shrike",0.419,"A023","16"
"Corvus monedula","Eurasian Jackdaw",0.1355,"A023","16"
"Pica pica","Eurasian Magpie",0.1144,"A023","16"
"Riparia riparia","Bank Swallow",0.1241,"A023","16"
"Ardea cinerea","Gray Heron",0.8291,"A023","16"
"Motacilla flava","Western Yellow Wagtail",0.1421,"A023","16"
"Parus major","Great Tit",0.2525,"A023","16"
"Pyrrhula pyrrhula","Eurasian Bullfinch",0.1174,"A023","16"
"Psittacula krameri","Rose-ringed Parakeet",0.8572,"A023","16"
"Emberiza calandra","Corn Bunting",0.1188,"A023","16"
"Delichon urbicum","Common House-Martin",0.2503,"A023","16"
"Milvus migrans","Black Kite",0.1212,"A023","16"
"Locustella luscinioides","Savi's Warbler",0.3703,"A023","16"
"Sitta europaea","Eurasian Nuthatch",0.6365,"A023","16"
"Grus grus","Common Crane",0.1736,"A023","16"
"Muscicapa striata","Spotted Flycatcher",0.1157,"A023","16"
"Anthus pratensis","Meadow Pipit",0.1001,"A023","16"
"Mareca penelope","Eurasian Wigeon",0.2319,"A023","16"
"Jynx torquilla","Eurasian Wryneck",0.1058,"A023","16"
"Columba palumbus","Common Wood-Pigeon",0.118,"A023","16"
"Alopochen aegyptiaca","Egyptian Goose",0.1344,"A023","16"
"Streptopelia turtur","European Turtle-Dove",0.1102,"A023","16"
"Motacilla alba","White Wagtail",0.3735,"A023","16"
"Dendrocopos major","Great Spotted Woodpecker",0.1671,"A023","16"
"Aegithalos caudatus","Long-tailed Tit",0.1403,"A023","16"
"Tachybaptus ruficollis","Little Grebe",0.1031,"A023","16"
"Streptopelia decaocto","Eurasian Collared-Dove",0.213,"A023","16"
"Actitis hypoleucos","Common Sandpiper",0.9281,"A023","16"
