"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Tringa glareola","Wood Sandpiper",0.2404,"A029","17"
"Corvus frugilegus","Rook",0.1923,"A029","17"
"Chroicocephalus ridibundus","Black-headed Gull",0.1514,"A029","17"
"Corvus corone","Carrion Crow",0.1254,"A029","17"
"Cuculus canorus","Common Cuckoo",0.1759,"A029","17"
"Dendrocopos major","Great Spotted Woodpecker",0.11,"A029","17"
"Tringa totanus","Common Redshank",0.1558,"A029","17"
"Charadrius hiaticula","Common Ringed Plover",0.1084,"A029","17"
"Calidris alpina","Dunlin",0.3138,"A029","17"
"Acrocephalus palustris","Marsh Warbler",0.1992,"A029","17"
"Acrocephalus schoenobaenus","Sedge Warbler",0.1017,"A029","17"
"Sterna hirundo","Common Tern",0.1336,"A029","17"
"Saxicola rubetra","Whinchat",0.1052,"A029","17"
"Sitta europaea","Eurasian Nuthatch",0.1451,"A029","17"
"Linaria cannabina","Eurasian Linnet",0.2262,"A029","17"
"Phoenicurus ochruros","Black Redstart",0.1067,"A029","17"
"Turdus pilaris","Fieldfare",0.1072,"A029","17"
"Riparia riparia","Bank Swallow",0.2236,"A029","17"
"Sturnus vulgaris","European Starling",0.1267,"A029","17"
"Corvus monedula","Eurasian Jackdaw",0.1137,"A029","17"
"Ardea cinerea","Gray Heron",0.8675,"A029","17"
"Garrulus glandarius","Eurasian Jay",0.3715,"A029","17"
"Lanius collurio","Red-backed Shrike",0.1377,"A029","17"
"Luscinia svecica","Bluethroat",0.1594,"A029","17"
"Motacilla flava","Western Yellow Wagtail",0.1479,"A029","17"
"Locustella naevia","Common Grasshopper-Warbler",0.1406,"A029","17"
"Oenanthe oenanthe","Northern Wheatear",0.1322,"A029","17"
"Motacilla alba","White Wagtail",0.1052,"A029","17"
"Falco tinnunculus","Eurasian Kestrel",0.1045,"A029","17"
"Cyanistes caeruleus","Eurasian Blue Tit",0.1424,"A029","17"
"Mareca penelope","Eurasian Wigeon",0.1111,"A029","17"
"Anthus pratensis","Meadow Pipit",0.2852,"A029","17"
"Gallinago gallinago","Common Snipe",0.1505,"A029","17"
"Regulus regulus","Goldcrest",0.1645,"A029","17"
"Thalasseus sandvicensis","Sandwich Tern",0.1126,"A029","17"
"Psittacula krameri","Rose-ringed Parakeet",0.2561,"A029","17"
"Columba palumbus","Common Wood-Pigeon",0.1234,"A029","17"
"Falco subbuteo","Eurasian Hobby",0.227,"A029","17"
"Tachybaptus ruficollis","Little Grebe",0.1135,"A029","17"
"Ciconia ciconia","White Stork",0.1818,"A029","17"
"Phylloscopus sibilatrix","Wood Warbler",0.7217,"A029","17"
"Alopochen aegyptiaca","Egyptian Goose",0.1555,"A029","17"
"Circus aeruginosus","Eurasian Marsh-Harrier",0.1982,"A029","17"
"Aythya ferina","Common Pochard",0.192,"A029","17"
"Motacilla cinerea","Gray Wagtail",0.1026,"A029","17"
"Tringa ochropus","Green Sandpiper",0.1072,"A029","17"
"Streptopelia decaocto","Eurasian Collared-Dove",0.2167,"A029","17"
"Mareca strepera","Gadwall",0.201,"A029","17"
"Pica pica","Eurasian Magpie",0.1673,"A029","17"
"Phoenicurus phoenicurus","Common Redstart",0.5228,"A029","17"
"Milvus migrans","Black Kite",0.3792,"A029","17"
"Muscicapa striata","Spotted Flycatcher",0.1366,"A029","17"
"Anser anser","Graylag Goose",0.1509,"A029","17"
"Grus grus","Common Crane",0.1058,"A029","17"
"Branta canadensis","Canada Goose",0.109,"A029","17"
"Vanellus vanellus","Northern Lapwing",0.1009,"A029","17"
"Aegithalos caudatus","Long-tailed Tit",0.2763,"A029","17"
"Himantopus himantopus","Black-winged Stilt",0.1107,"A029","17"
"Limosa limosa","Black-tailed Godwit",0.1254,"A029","17"
"Larus fuscus","Lesser Black-backed Gull",0.1371,"A029","17"
"Troglodytes troglodytes","Eurasian Wren",0.179,"A029","17"
"Podiceps cristatus","Great Crested Grebe",0.1706,"A029","17"
"Periparus ater","Coal Tit",0.1022,"A029","17"
"Coccothraustes coccothraustes","Hawfinch",0.2376,"A029","17"
"Dendrocoptes medius","Middle Spotted Woodpecker",0.2129,"A029","17"
"Anthus spinoletta","Water Pipit",0.2438,"A029","17"
"Phasianus colchicus","Ring-necked Pheasant",0.1461,"A029","17"
"Larus argentatus","Herring Gull",0.107,"A029","17"
"Phalacrocorax carbo","Great Cormorant",0.1812,"A029","17"
