"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Cuculus canorus","Common Cuckoo",0.1035,"A035","2"
"Alauda arvensis","Eurasian Skylark",0.1307,"A035","2"
"Streptopelia turtur","European Turtle-Dove",0.1475,"A035","2"
"Buteo buteo","Common Buzzard",0.1213,"A035","2"
"Falco tinnunculus","Eurasian Kestrel",0.1968,"A035","2"
"Corvus frugilegus","Rook",0.1408,"A035","2"
"Numenius arquata","Eurasian Curlew",0.105,"A035","2"
"Charadrius dubius","Little Ringed Plover",0.1005,"A035","2"
"Rallus aquaticus","Water Rail",0.2792,"A035","2"
"Chroicocephalus ridibundus","Black-headed Gull",0.2448,"A035","2"
"Sylvia atricapilla","Eurasian Blackcap",0.394,"A035","2"
"Curruca communis","Greater Whitethroat",0.1324,"A035","2"
"Picus viridis","Eurasian Green Woodpecker",0.154,"A035","2"
"Anthus spinoletta","Water Pipit",0.1782,"A035","2"
"Anthus pratensis","Meadow Pipit",0.1512,"A035","2"
"Carduelis carduelis","European Goldfinch",0.1294,"A035","2"
"Corvus corone","Carrion Crow",0.5087,"A035","2"
"Lullula arborea","Wood Lark",0.3233,"A035","2"
"Turdus merula","Eurasian Blackbird",0.3492,"A035","2"
"Emberiza schoeniclus","Reed Bunting",0.1099,"A035","2"
"Phylloscopus collybita","Common Chiffchaff",0.1396,"A035","2"
"Tringa totanus","Common Redshank",0.3556,"A035","2"
"Milvus milvus","Red Kite",0.2486,"A035","2"
"Acrocephalus palustris","Marsh Warbler",0.2251,"A035","2"
"Actitis hypoleucos","Common Sandpiper",0.1422,"A035","2"
"Jynx torquilla","Eurasian Wryneck",0.1276,"A035","2"
"Anthus trivialis","Tree Pipit",0.1278,"A035","2"
"Pyrrhula pyrrhula","Eurasian Bullfinch",0.1317,"A035","2"
"Chloris chloris","European Greenfinch",0.1496,"A035","2"
"Oriolus oriolus","Eurasian Golden Oriole",0.2243,"A035","2"
"Anas crecca","Green-winged Teal",0.1715,"A035","2"
"Streptopelia decaocto","Eurasian Collared-Dove",0.1338,"A035","2"
"Motacilla alba","White Wagtail",0.1471,"A035","2"
"Certhia brachydactyla","Short-toed Treecreeper",0.544,"A035","2"
"Periparus ater","Coal Tit",0.1694,"A035","2"
"Acrocephalus arundinaceus","Great Reed Warbler",0.1266,"A035","2"
"Acrocephalus scirpaceus","Eurasian Reed Warbler",0.1166,"A035","2"
"Spinus spinus","Eurasian Siskin",0.2031,"A035","2"
"Sylvia borin","Garden Warbler",0.102,"A035","2"
"Emberiza calandra","Corn Bunting",0.1015,"A035","2"
"Sturnus vulgaris","European Starling",0.2119,"A035","2"
"Linaria cannabina","Eurasian Linnet",0.8022,"A035","2"
"Charadrius hiaticula","Common Ringed Plover",0.1177,"A035","2"
"Phylloscopus trochilus","Willow Warbler",0.1162,"A035","2"
"Apus apus","Common Swift",0.1399,"A035","2"
"Prunella modularis","Dunnock",0.1578,"A035","2"
"Emberiza citrinella","Yellowhammer",0.1172,"A035","2"
"Corvus monedula","Eurasian Jackdaw",0.5819,"A035","2"
"Locustella naevia","Common Grasshopper-Warbler",0.1279,"A035","2"
"Tringa ochropus","Green Sandpiper",0.1906,"A035","2"
"Locustella luscinioides","Savi's Warbler",0.1199,"A035","2"
"Haematopus ostralegus","Eurasian Oystercatcher",0.1785,"A035","2"
"Fulica atra","Eurasian Coot",0.1733,"A035","2"
"Luscinia svecica","Bluethroat",0.1037,"A035","2"
"Anas platyrhynchos","Mallard",0.1213,"A035","2"
"Calidris alpina","Dunlin",0.1085,"A035","2"
"Branta canadensis","Canada Goose",0.4009,"A035","2"
"Gallinula chloropus","Eurasian Moorhen",0.1209,"A035","2"
"Anser anser","Graylag Goose",0.1858,"A035","2"
"Erithacus rubecula","European Robin",0.1042,"A035","2"
"Vanellus vanellus","Northern Lapwing",0.1292,"A035","2"
"Tringa nebularia","Common Greenshank",0.1133,"A035","2"
"Milvus migrans","Black Kite",0.1258,"A035","2"
"Motacilla flava","Western Yellow Wagtail",0.16,"A035","2"
"Grus grus","Common Crane",0.1194,"A035","2"
"Falco subbuteo","Eurasian Hobby",0.2508,"A035","2"
"Ardea cinerea","Gray Heron",0.2519,"A035","2"
"Gallinago gallinago","Common Snipe",0.1096,"A035","2"
"Parus major","Great Tit",0.1255,"A035","2"
"Delichon urbicum","Common House-Martin",0.1072,"A035","2"
"Podiceps cristatus","Great Crested Grebe",0.1419,"A035","2"
"Corvus corax","Common Raven",0.1246,"A035","2"
"Mareca penelope","Eurasian Wigeon",0.1368,"A035","2"
"Oenanthe oenanthe","Northern Wheatear",0.3866,"A035","2"
"Ciconia ciconia","White Stork",0.1171,"A035","2"
"Luscinia megarhynchos","Common Nightingale",0.1296,"A035","2"
"Circus aeruginosus","Eurasian Marsh-Harrier",0.1531,"A035","2"
"Motacilla cinerea","Gray Wagtail",0.575,"A035","2"
"Tringa glareola","Wood Sandpiper",0.16,"A035","2"
"Columba palumbus","Common Wood-Pigeon",0.1117,"A035","2"
"Acrocephalus schoenobaenus","Sedge Warbler",0.1386,"A035","2"
"Turdus philomelos","Song Thrush",0.1323,"A035","2"
"Alopochen aegyptiaca","Egyptian Goose",0.4667,"A035","2"
"Coccothraustes coccothraustes","Hawfinch",0.2673,"A035","2"
"Troglodytes troglodytes","Eurasian Wren",0.1342,"A035","2"
"Himantopus himantopus","Black-winged Stilt",0.1538,"A035","2"
"Larus argentatus","Herring Gull",0.1666,"A035","2"
"Mareca strepera","Gadwall",0.1452,"A035","2"
"Aythya ferina","Common Pochard",0.1,"A035","2"
"Regulus regulus","Goldcrest",0.1044,"A035","2"
"Regulus ignicapilla","Common Firecrest",0.1939,"A035","2"
"Numenius phaeopus","Whimbrel",0.1983,"A035","2"
"Tachybaptus ruficollis","Little Grebe",0.1044,"A035","2"
"Phoenicurus phoenicurus","Common Redstart",0.1517,"A035","2"
"Mergus merganser","Common Merganser",0.1159,"A035","2"
"Larus michahellis","Yellow-legged Gull",0.1433,"A035","2"
"Cygnus olor","Mute Swan",0.3108,"A035","2"
"Psittacula krameri","Rose-ringed Parakeet",0.1346,"A035","2"
"Hirundo rustica","Barn Swallow",0.5485,"A035","2"
"Saxicola rubicola","European Stonechat",0.1021,"A035","2"
"Garrulus glandarius","Eurasian Jay",0.2502,"A035","2"
"Saxicola rubetra","Whinchat",0.1377,"A035","2"
"Turdus viscivorus","Mistle Thrush",0.1504,"A035","2"
"Recurvirostra avosetta","Pied Avocet",0.1697,"A035","2"
"Curruca curruca","Lesser Whitethroat",0.4024,"A035","2"
"Phoenicurus ochruros","Black Redstart",0.1007,"A035","2"
"Turdus pilaris","Fieldfare",0.1333,"A035","2"
"Poecile palustris","Marsh Tit",0.1573,"A035","2"
"Phalacrocorax carbo","Great Cormorant",0.1534,"A035","2"
"Muscicapa striata","Spotted Flycatcher",0.1998,"A035","2"
"Hippolais polyglotta","Melodious Warbler",0.1473,"A035","2"
"Riparia riparia","Bank Swallow",0.1185,"A035","2"
