"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Phylloscopus collybita","Common Chiffchaff",0.4195,"A024","7"
"Motacilla alba","White Wagtail",0.9514,"A024","7"
"Parus major","Great Tit",0.1123,"A024","7"
"Turdus merula","Eurasian Blackbird",0.1376,"A024","7"
"Streptopelia turtur","European Turtle-Dove",0.3535,"A024","7"
"Streptopelia decaocto","Eurasian Collared-Dove",0.1295,"A024","7"
"Milvus milvus","Red Kite",0.1826,"A024","7"
"Buteo buteo","Common Buzzard",0.1575,"A024","7"
"Cuculus canorus","Common Cuckoo",0.1063,"A024","7"
"Emberiza schoeniclus","Reed Bunting",0.1749,"A024","7"
"Acrocephalus scirpaceus","Eurasian Reed Warbler",0.1327,"A024","7"
"Curruca communis","Greater Whitethroat",0.1829,"A024","7"
"Oriolus oriolus","Eurasian Golden Oriole",0.1033,"A024","7"
"Sylvia atricapilla","Eurasian Blackcap",0.1471,"A024","7"
"Branta canadensis","Canada Goose",0.3823,"A024","7"
"Cyanistes caeruleus","Eurasian Blue Tit",0.3707,"A024","7"
"Curruca curruca","Lesser Whitethroat",0.1379,"A024","7"
"Columba palumbus","Common Wood-Pigeon",0.1234,"A024","7"
"Hippolais polyglotta","Melodious Warbler",0.1907,"A024","7"
"Sylvia borin","Garden Warbler",0.1079,"A024","7"
"Prunella modularis","Dunnock",0.3463,"A024","7"
"Aegithalos caudatus","Long-tailed Tit",0.4026,"A024","7"
"Luscinia megarhynchos","Common Nightingale",0.1935,"A024","7"
"Acrocephalus palustris","Marsh Warbler",0.1462,"A024","7"
"Rallus aquaticus","Water Rail",0.1342,"A024","7"
"Acrocephalus arundinaceus","Great Reed Warbler",0.1349,"A024","7"
"Motacilla flava","Western Yellow Wagtail",0.1035,"A024","7"
"Charadrius hiaticula","Common Ringed Plover",0.1095,"A024","7"
"Anthus trivialis","Tree Pipit",0.1098,"A024","7"
"Larus argentatus","Herring Gull",0.1122,"A024","7"
"Sturnus vulgaris","European Starling",0.3965,"A024","7"
"Serinus serinus","European Serin",0.2565,"A024","7"
"Motacilla cinerea","Gray Wagtail",0.1448,"A024","7"
"Turdus philomelos","Song Thrush",0.1009,"A024","7"
"Carduelis carduelis","European Goldfinch",0.1001,"A024","7"
"Psittacula krameri","Rose-ringed Parakeet",0.201,"A024","7"
