Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Alauda arvensis,Eurasian Skylark,0.4960,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
12.0,15.0,Alauda arvensis,Eurasian Skylark,0.2147,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
15.0,18.0,Alauda arvensis,Eurasian Skylark,0.1755,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
24.0,27.0,Alauda arvensis,Eurasian Skylark,0.3674,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
27.0,30.0,Alauda arvensis,Eurasian Skylark,0.3097,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
30.0,33.0,Alauda arvensis,Eurasian Skylark,0.6468,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
33.0,36.0,Alauda arvensis,Eurasian Skylark,0.7694,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
36.0,39.0,Alauda arvensis,Eurasian Skylark,0.6104,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
42.0,45.0,Alauda arvensis,Eurasian Skylark,0.1292,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
48.0,51.0,Alauda arvensis,Eurasian Skylark,0.6401,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
60.0,63.0,Alauda arvensis,Eurasian Skylark,0.5523,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
63.0,66.0,Alauda arvensis,Eurasian Skylark,0.4433,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A032\20250425_180000.WAV
