Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Parus major,Great Tit,0.2852,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
3.0,6.0,Cyanistes caeruleus,Eurasian Blue Tit,0.1214,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
3.0,6.0,Certhia brachydactyla,Short-toed Treecreeper,0.1194,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
6.0,9.0,Parus major,Great Tit,0.2613,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
9.0,12.0,Certhia brachydactyla,Short-toed Treecreeper,0.1751,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
12.0,15.0,Parus major,Great Tit,0.2628,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
18.0,21.0,Certhia brachydactyla,Short-toed Treecreeper,0.2219,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
21.0,24.0,Parus major,Great Tit,0.7443,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
24.0,27.0,Parus major,Great Tit,0.3071,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
30.0,33.0,Certhia brachydactyla,Short-toed Treecreeper,0.1201,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
39.0,42.0,Curruca communis,Greater Whitethroat,0.1313,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
60.0,63.0,Parus major,Great Tit,0.5749,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
78.0,81.0,Anthus pratensis,Meadow Pipit,0.1163,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
81.0,84.0,Certhia brachydactyla,Short-toed Treecreeper,0.5096,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
126.0,129.0,Curruca communis,Greater Whitethroat,0.1086,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
132.0,135.0,Anthus trivialis,Tree Pipit,0.1942,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
138.0,141.0,Certhia brachydactyla,Short-toed Treecreeper,0.1002,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
180.0,183.0,Anthus trivialis,Tree Pipit,0.1018,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
192.0,195.0,Parus major,Great Tit,0.2015,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
198.0,201.0,Parus major,Great Tit,0.1390,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
204.0,207.0,Vanellus vanellus,Northern Lapwing,0.2005,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
225.0,228.0,Corvus monedula,Eurasian Jackdaw,0.2645,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
234.0,237.0,Corvus monedula,Eurasian Jackdaw,0.3889,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
249.0,252.0,Picus viridis,Eurasian Green Woodpecker,0.1139,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
279.0,282.0,Phoenicurus phoenicurus,Common Redstart,0.3232,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
375.0,378.0,Anthus trivialis,Tree Pipit,0.1359,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
453.0,456.0,Alauda arvensis,Eurasian Skylark,0.2820,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
561.0,564.0,Curruca communis,Greater Whitethroat,0.1060,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
573.0,576.0,Parus major,Great Tit,0.3985,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
579.0,582.0,Curruca communis,Greater Whitethroat,0.1924,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_070000.WAV
