Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Parus major,Great Tit,0.7739,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
0.0,3.0,Corvus monedula,Eurasian Jackdaw,0.4472,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
3.0,6.0,Curruca communis,Greater Whitethroat,0.2273,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
6.0,9.0,Phylloscopus collybita,Common Chiffchaff,0.7019,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
9.0,12.0,Parus major,Great Tit,0.5290,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
18.0,21.0,Curruca communis,Greater Whitethroat,0.3251,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
21.0,24.0,Parus major,Great Tit,0.6315,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
42.0,45.0,Phoenicurus phoenicurus,Common Redstart,0.4725,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
42.0,45.0,Oenanthe oenanthe,Northern Wheatear,0.1784,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
45.0,48.0,Parus major,Great Tit,0.9561,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
48.0,51.0,Parus major,Great Tit,0.8708,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
51.0,54.0,Parus major,Great Tit,0.9285,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
54.0,57.0,Parus major,Great Tit,0.7714,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
57.0,60.0,Parus major,Great Tit,0.8789,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
60.0,63.0,Parus major,Great Tit,0.9808,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
63.0,66.0,Parus major,Great Tit,0.5879,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
81.0,84.0,Turdus merula,Eurasian Blackbird,0.3108,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
114.0,117.0,Phylloscopus collybita,Common Chiffchaff,0.1410,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
144.0,147.0,Parus major,Great Tit,0.6010,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
144.0,147.0,Rallus aquaticus,Water Rail,0.2973,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
159.0,162.0,Parus major,Great Tit,0.5579,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
165.0,168.0,Parus major,Great Tit,0.2149,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
183.0,186.0,Sylvia atricapilla,Eurasian Blackcap,0.1070,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
189.0,192.0,Sylvia borin,Garden Warbler,0.2348,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
189.0,192.0,Sylvia atricapilla,Eurasian Blackcap,0.1619,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
198.0,201.0,Corvus monedula,Eurasian Jackdaw,0.1308,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
210.0,213.0,Sylvia borin,Garden Warbler,0.1375,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
213.0,216.0,Sylvia borin,Garden Warbler,0.6761,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
216.0,219.0,Sylvia borin,Garden Warbler,0.3906,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
219.0,222.0,Sylvia borin,Garden Warbler,0.2359,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
222.0,225.0,Sylvia borin,Garden Warbler,0.5895,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
222.0,225.0,Phylloscopus collybita,Common Chiffchaff,0.3010,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
225.0,228.0,Phylloscopus collybita,Common Chiffchaff,0.1562,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
228.0,231.0,Oriolus oriolus,Eurasian Golden Oriole,0.1020,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
240.0,243.0,Sylvia borin,Garden Warbler,0.2152,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
243.0,246.0,Phylloscopus collybita,Common Chiffchaff,0.4156,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
261.0,264.0,Phylloscopus collybita,Common Chiffchaff,0.6004,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
270.0,273.0,Phoenicurus phoenicurus,Common Redstart,0.1352,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
288.0,291.0,Turdus merula,Eurasian Blackbird,0.1456,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
312.0,315.0,Corvus monedula,Eurasian Jackdaw,0.5274,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
318.0,321.0,Oriolus oriolus,Eurasian Golden Oriole,0.1120,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
327.0,330.0,Sylvia borin,Garden Warbler,0.3402,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
330.0,333.0,Sylvia borin,Garden Warbler,0.3088,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
336.0,339.0,Corvus monedula,Eurasian Jackdaw,0.6777,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
345.0,348.0,Passer domesticus,House Sparrow,0.1579,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
354.0,357.0,Phylloscopus collybita,Common Chiffchaff,0.2126,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
363.0,366.0,Passer domesticus,House Sparrow,0.1711,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
372.0,375.0,Oriolus oriolus,Eurasian Golden Oriole,0.2017,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
384.0,387.0,Passer domesticus,House Sparrow,0.1178,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
405.0,408.0,Alauda arvensis,Eurasian Skylark,0.1396,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250428_130000.WAV
