Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Curruca communis,Greater Whitethroat,0.1115,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
6.0,9.0,Curruca communis,Greater Whitethroat,0.1195,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
12.0,15.0,Phylloscopus collybita,Common Chiffchaff,0.4756,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
12.0,15.0,Curruca communis,Greater Whitethroat,0.1790,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
21.0,24.0,Curruca communis,Greater Whitethroat,0.4009,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
27.0,30.0,Curruca communis,Greater Whitethroat,0.5527,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
36.0,39.0,Phylloscopus collybita,Common Chiffchaff,0.1151,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
42.0,45.0,Curruca communis,Greater Whitethroat,0.4609,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
45.0,48.0,Curruca communis,Greater Whitethroat,0.1481,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
51.0,54.0,Emberiza citrinella,Yellowhammer,0.1160,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
51.0,54.0,Motacilla alba,White Wagtail,0.1031,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
60.0,63.0,Parus major,Great Tit,0.2660,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
66.0,69.0,Parus major,Great Tit,0.1738,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
72.0,75.0,Phylloscopus collybita,Common Chiffchaff,0.4553,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
90.0,93.0,Phylloscopus collybita,Common Chiffchaff,0.3119,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
105.0,108.0,Phylloscopus collybita,Common Chiffchaff,0.1536,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
108.0,111.0,Cyanistes caeruleus,Eurasian Blue Tit,0.4524,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
117.0,120.0,Sylvia atricapilla,Eurasian Blackcap,0.1275,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
132.0,135.0,Parus major,Great Tit,0.2724,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
141.0,144.0,Psittacula krameri,Rose-ringed Parakeet,0.5764,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
141.0,144.0,Chlidonias niger,Black Tern,0.1146,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
144.0,147.0,Psittacula krameri,Rose-ringed Parakeet,0.5359,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
144.0,147.0,Chlidonias niger,Black Tern,0.1667,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
147.0,150.0,Chlidonias niger,Black Tern,0.1581,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
147.0,150.0,Psittacula krameri,Rose-ringed Parakeet,0.1480,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
150.0,153.0,Chlidonias niger,Black Tern,0.4327,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250429_080000.WAV
