Start (s),End (s),Scientific name,Common name,Confidence,File
21.0,24.0,Tringa nebularia,Common Greenshank,0.1195,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
48.0,51.0,Pyrrhula pyrrhula,Eurasian Bullfinch,0.1835,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
78.0,81.0,Anas crecca,Green-winged Teal,0.1161,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
81.0,84.0,Columba palumbus,Common Wood-Pigeon,0.2492,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
87.0,90.0,Parus major,Great Tit,0.1891,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
93.0,96.0,Parus major,Great Tit,0.1367,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
96.0,99.0,Parus major,Great Tit,0.7629,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
99.0,102.0,Phylloscopus collybita,Common Chiffchaff,0.1333,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
102.0,105.0,Parus major,Great Tit,0.2885,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
105.0,108.0,Parus major,Great Tit,0.2946,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
108.0,111.0,Turdus merula,Eurasian Blackbird,0.4184,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
111.0,114.0,Parus major,Great Tit,0.1889,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
114.0,117.0,Turdus merula,Eurasian Blackbird,0.6332,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
117.0,120.0,Parus major,Great Tit,0.8082,/Users/sm/Documents/ARTS/Soundscape_ecology/data/XA23/20250426_140000.WAV
