Start (s),End (s),Scientific name,Common name,Confidence,File
12.0,15.0,Corvus corone,Carrion Crow,0.2079,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
15.0,18.0,Corvus corone,Carrion Crow,0.3940,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
24.0,27.0,Buteo buteo,Common Buzzard,0.1117,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
39.0,42.0,Corvus corone,Carrion Crow,0.3391,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
57.0,60.0,Corvus corone,Carrion Crow,0.4053,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
60.0,63.0,Corvus corone,Carrion Crow,0.3219,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
81.0,84.0,Corvus corone,Carrion Crow,0.3017,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
84.0,87.0,Corvus corone,Carrion Crow,0.3938,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
123.0,126.0,Corvus corone,Carrion Crow,0.4255,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
126.0,129.0,Corvus corone,Carrion Crow,0.3925,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
147.0,150.0,Sylvia atricapilla,Eurasian Blackcap,0.3557,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
150.0,153.0,Lullula arborea,Wood Lark,0.1375,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
156.0,159.0,Turdus merula,Eurasian Blackbird,0.1256,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
168.0,171.0,Turdus merula,Eurasian Blackbird,0.7005,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
180.0,183.0,Cyanistes caeruleus,Eurasian Blue Tit,0.6774,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
180.0,183.0,Curruca communis,Greater Whitethroat,0.3598,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
183.0,186.0,Cyanistes caeruleus,Eurasian Blue Tit,0.1598,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
186.0,189.0,Phoenicurus phoenicurus,Common Redstart,0.1654,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
192.0,195.0,Cyanistes caeruleus,Eurasian Blue Tit,0.2512,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
207.0,210.0,Cyanistes caeruleus,Eurasian Blue Tit,0.2328,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
207.0,210.0,Certhia familiaris,Eurasian Treecreeper,0.1220,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
210.0,213.0,Aegithalos caudatus,Long-tailed Tit,0.1058,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
213.0,216.0,Sylvia atricapilla,Eurasian Blackcap,0.8729,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
219.0,222.0,Sylvia atricapilla,Eurasian Blackcap,0.5733,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
222.0,225.0,Sylvia atricapilla,Eurasian Blackcap,0.8986,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
228.0,231.0,Sylvia atricapilla,Eurasian Blackcap,0.8672,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
231.0,234.0,Sylvia atricapilla,Eurasian Blackcap,0.6435,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
237.0,240.0,Sylvia atricapilla,Eurasian Blackcap,0.8773,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
240.0,243.0,Sylvia atricapilla,Eurasian Blackcap,0.7242,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
252.0,255.0,Sylvia atricapilla,Eurasian Blackcap,0.6840,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
258.0,261.0,Curruca communis,Greater Whitethroat,0.1815,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
261.0,264.0,Sylvia atricapilla,Eurasian Blackcap,0.4555,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
264.0,267.0,Sylvia atricapilla,Eurasian Blackcap,0.5572,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
273.0,276.0,Sylvia atricapilla,Eurasian Blackcap,0.8927,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
276.0,279.0,Sylvia atricapilla,Eurasian Blackcap,0.2365,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
276.0,279.0,Sylvia borin,Garden Warbler,0.1422,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
279.0,282.0,Sylvia atricapilla,Eurasian Blackcap,0.3615,F:/soundscape ecology/data/10m_1h/A027\20250426_130000.WAV
