Start (s),End (s),Scientific name,Common name,Confidence,File
15.0,18.0,Sylvia atricapilla,Eurasian Blackcap,0.5671,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
18.0,21.0,Sylvia atricapilla,Eurasian Blackcap,0.5830,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
39.0,42.0,Turdus merula,Eurasian Blackbird,0.1931,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
78.0,81.0,Ardea alba,Great Egret,0.1366,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
105.0,108.0,Turdus merula,Eurasian Blackbird,0.2094,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
135.0,138.0,Tringa totanus,Common Redshank,0.1784,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
138.0,141.0,Curruca communis,Greater Whitethroat,0.2327,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
141.0,144.0,Sylvia atricapilla,Eurasian Blackcap,0.8893,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
144.0,147.0,Sylvia atricapilla,Eurasian Blackcap,0.2833,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
216.0,219.0,Curruca communis,Greater Whitethroat,0.6294,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
222.0,225.0,Curruca communis,Greater Whitethroat,0.7072,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
231.0,234.0,Curruca communis,Greater Whitethroat,0.3697,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
231.0,234.0,Saxicola rubicola,European Stonechat,0.1375,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
237.0,240.0,Curruca communis,Greater Whitethroat,0.6061,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
243.0,246.0,Curruca communis,Greater Whitethroat,0.2355,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
249.0,252.0,Curruca communis,Greater Whitethroat,0.3510,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
255.0,258.0,Curruca communis,Greater Whitethroat,0.2024,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
258.0,261.0,Parus major,Great Tit,0.1018,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
261.0,264.0,Parus major,Great Tit,0.2933,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
261.0,264.0,Cyanistes caeruleus,Eurasian Blue Tit,0.1137,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
264.0,267.0,Curruca communis,Greater Whitethroat,0.6766,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
273.0,276.0,Parus major,Great Tit,0.6509,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
273.0,276.0,Cyanistes caeruleus,Eurasian Blue Tit,0.1796,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
279.0,282.0,Curruca communis,Greater Whitethroat,0.3463,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
288.0,291.0,Parus major,Great Tit,0.4728,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
291.0,294.0,Parus major,Great Tit,0.3652,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
294.0,297.0,Curruca communis,Greater Whitethroat,0.1668,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
297.0,300.0,Curruca communis,Greater Whitethroat,0.5636,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
312.0,315.0,Curruca communis,Greater Whitethroat,0.3642,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
324.0,327.0,Sylvia atricapilla,Eurasian Blackcap,0.7975,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
324.0,327.0,Curruca communis,Greater Whitethroat,0.1104,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
327.0,330.0,Curruca communis,Greater Whitethroat,0.1443,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
330.0,333.0,Curruca communis,Greater Whitethroat,0.1994,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
339.0,342.0,Curruca communis,Greater Whitethroat,0.1784,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
342.0,345.0,Curruca communis,Greater Whitethroat,0.7077,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
345.0,348.0,Curruca communis,Greater Whitethroat,0.4193,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
348.0,351.0,Curruca communis,Greater Whitethroat,0.4124,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
351.0,354.0,Curruca communis,Greater Whitethroat,0.1236,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
357.0,360.0,Curruca communis,Greater Whitethroat,0.3871,F:/soundscape ecology/data/10m_1h/A027\20250429_190000.WAV
