Start (s),End (s),Scientific name,Common name,Confidence,File
159.0,162.0,Rallus aquaticus,Water Rail,0.1221,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A026\20250428_010000.WAV
390.0,393.0,Fulica atra,Eurasian Coot,0.1134,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A026\20250428_010000.WAV
564.0,567.0,Fulica atra,Eurasian Coot,0.1875,C:/Users/alfel/OneDrive/FELIX/Studium/Master/Soundscape Ecology/Report/Data processing/BirdNet analyzer/A026\20250428_010000.WAV
