Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,3.0,Parus major,Great Tit,0.3928,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
3.0,6.0,Parus major,Great Tit,0.4521,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
9.0,12.0,Phylloscopus collybita,Common Chiffchaff,0.1267,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
9.0,12.0,Phoenicurus phoenicurus,Common Redstart,0.1242,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
12.0,15.0,Parus major,Great Tit,0.6961,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
15.0,18.0,Sylvia atricapilla,Eurasian Blackcap,0.3628,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
18.0,21.0,Picus viridis,Eurasian Green Woodpecker,0.6223,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
21.0,24.0,Hippolais polyglotta,Melodious Warbler,0.1047,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
24.0,27.0,Picus viridis,Eurasian Green Woodpecker,0.2386,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
27.0,30.0,Phylloscopus collybita,Common Chiffchaff,0.1042,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
30.0,33.0,Parus major,Great Tit,0.2460,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
36.0,39.0,Hippolais polyglotta,Melodious Warbler,0.1501,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
36.0,39.0,Curruca communis,Greater Whitethroat,0.1437,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
36.0,39.0,Sylvia borin,Garden Warbler,0.1377,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
39.0,42.0,Phylloscopus collybita,Common Chiffchaff,0.1065,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
45.0,48.0,Hippolais polyglotta,Melodious Warbler,0.1052,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
48.0,51.0,Phylloscopus collybita,Common Chiffchaff,0.2658,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
48.0,51.0,Jynx torquilla,Eurasian Wryneck,0.1160,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
54.0,57.0,Oriolus oriolus,Eurasian Golden Oriole,0.1291,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
69.0,72.0,Phylloscopus collybita,Common Chiffchaff,0.4434,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
69.0,72.0,Oriolus oriolus,Eurasian Golden Oriole,0.1579,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
72.0,75.0,Sylvia borin,Garden Warbler,0.2556,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
75.0,78.0,Troglodytes troglodytes,Eurasian Wren,0.1638,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
84.0,87.0,Jynx torquilla,Eurasian Wryneck,0.1251,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
87.0,90.0,Sylvia borin,Garden Warbler,0.2421,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
96.0,99.0,Sylvia atricapilla,Eurasian Blackcap,0.1297,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
102.0,105.0,Troglodytes troglodytes,Eurasian Wren,0.8279,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
105.0,108.0,Hippolais polyglotta,Melodious Warbler,0.1431,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
111.0,114.0,Troglodytes troglodytes,Eurasian Wren,0.2323,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
111.0,114.0,Columba palumbus,Common Wood-Pigeon,0.1470,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
114.0,117.0,Picus viridis,Eurasian Green Woodpecker,0.4643,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
120.0,123.0,Parus major,Great Tit,0.2133,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
120.0,123.0,Cyanistes caeruleus,Eurasian Blue Tit,0.1184,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
120.0,123.0,Certhia brachydactyla,Short-toed Treecreeper,0.1048,F:/soundscape ecology/data/10m_1h/A024\20250426_080000.WAV
