Start (s),End (s),Scientific name,Common name,Confidence,File
6.0,9.0,Sylvia atricapilla,Eurasian Blackcap,0.2081,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
6.0,9.0,Branta canadensis,Canada Goose,0.1352,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
9.0,12.0,Branta canadensis,Canada Goose,0.1430,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
9.0,12.0,Turdus merula,Eurasian Blackbird,0.1081,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
12.0,15.0,Larus michahellis,Yellow-legged Gull,0.1755,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
15.0,18.0,Parus major,Great Tit,0.1166,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
27.0,30.0,Sylvia atricapilla,Eurasian Blackcap,0.1359,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
36.0,39.0,Parus major,Great Tit,0.5202,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
48.0,51.0,Parus major,Great Tit,0.2160,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
48.0,51.0,Cyanistes caeruleus,Eurasian Blue Tit,0.1346,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
51.0,54.0,Troglodytes troglodytes,Eurasian Wren,0.3616,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
51.0,54.0,Cyanistes caeruleus,Eurasian Blue Tit,0.2401,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
51.0,54.0,Curruca curruca,Lesser Whitethroat,0.1314,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
54.0,57.0,Parus major,Great Tit,0.8165,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
54.0,57.0,Certhia brachydactyla,Short-toed Treecreeper,0.2409,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
60.0,63.0,Parus major,Great Tit,0.3350,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
60.0,63.0,Certhia brachydactyla,Short-toed Treecreeper,0.1756,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
63.0,66.0,Troglodytes troglodytes,Eurasian Wren,0.1558,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
66.0,69.0,Troglodytes troglodytes,Eurasian Wren,0.7545,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
66.0,69.0,Parus major,Great Tit,0.5771,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
72.0,75.0,Curruca curruca,Lesser Whitethroat,0.1047,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
81.0,84.0,Certhia brachydactyla,Short-toed Treecreeper,0.1927,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
81.0,84.0,Parus major,Great Tit,0.1172,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
90.0,93.0,Parus major,Great Tit,0.9235,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
93.0,96.0,Hirundo rustica,Barn Swallow,0.3947,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
93.0,96.0,Phylloscopus trochilus,Willow Warbler,0.1235,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
114.0,117.0,Emberiza schoeniclus,Reed Bunting,0.1381,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
123.0,126.0,Troglodytes troglodytes,Eurasian Wren,0.5701,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
135.0,138.0,Troglodytes troglodytes,Eurasian Wren,0.6641,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
138.0,141.0,Troglodytes troglodytes,Eurasian Wren,0.4633,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
144.0,147.0,Curruca communis,Greater Whitethroat,0.1138,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
147.0,150.0,Sylvia borin,Garden Warbler,0.1118,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
165.0,168.0,Sylvia borin,Garden Warbler,0.2310,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
171.0,174.0,Chloris chloris,European Greenfinch,0.1300,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
174.0,177.0,Turdus merula,Eurasian Blackbird,0.1077,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
195.0,198.0,Carduelis carduelis,European Goldfinch,0.2602,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
204.0,207.0,Chloris chloris,European Greenfinch,0.6448,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
207.0,210.0,Chloris chloris,European Greenfinch,0.8248,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
210.0,213.0,Chloris chloris,European Greenfinch,0.3074,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
216.0,219.0,Prunella modularis,Dunnock,0.2819,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
228.0,231.0,Certhia brachydactyla,Short-toed Treecreeper,0.7312,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
246.0,249.0,Luscinia megarhynchos,Common Nightingale,0.3377,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
246.0,249.0,Sylvia borin,Garden Warbler,0.2972,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
249.0,252.0,Certhia brachydactyla,Short-toed Treecreeper,0.5574,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
255.0,258.0,Sylvia borin,Garden Warbler,0.7205,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
258.0,261.0,Turdus merula,Eurasian Blackbird,0.2497,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
273.0,276.0,Sylvia borin,Garden Warbler,0.2870,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
273.0,276.0,Curruca communis,Greater Whitethroat,0.1250,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
279.0,282.0,Acrocephalus palustris,Marsh Warbler,0.1558,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
285.0,288.0,Prunella modularis,Dunnock,0.1084,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
288.0,291.0,Prunella modularis,Dunnock,0.5508,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
288.0,291.0,Columba palumbus,Common Wood-Pigeon,0.2869,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
291.0,294.0,Sylvia borin,Garden Warbler,0.1530,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
294.0,297.0,Milvus milvus,Red Kite,0.3835,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
300.0,303.0,Sylvia atricapilla,Eurasian Blackcap,0.4777,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
300.0,303.0,Sylvia borin,Garden Warbler,0.2829,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
303.0,306.0,Prunella modularis,Dunnock,0.4375,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
303.0,306.0,Luscinia svecica,Bluethroat,0.1067,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
306.0,309.0,Turdus viscivorus,Mistle Thrush,0.1552,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
309.0,312.0,Certhia brachydactyla,Short-toed Treecreeper,0.3096,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
309.0,312.0,Anthus trivialis,Tree Pipit,0.1635,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
312.0,315.0,Certhia brachydactyla,Short-toed Treecreeper,0.9775,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
315.0,318.0,Sylvia borin,Garden Warbler,0.1817,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
318.0,321.0,Carduelis carduelis,European Goldfinch,0.2285,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
330.0,333.0,Prunella modularis,Dunnock,0.1215,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
333.0,336.0,Certhia brachydactyla,Short-toed Treecreeper,0.8318,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
339.0,342.0,Carduelis carduelis,European Goldfinch,0.8918,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
342.0,345.0,Carduelis carduelis,European Goldfinch,0.5081,F:/soundscape ecology/data/10m_1h/A024\20250428_180000.WAV
