Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Streptopelia decaocto,Eurasian Collared-Dove,0.1453,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
51.0,54.0,Acrocephalus arundinaceus,Great Reed Warbler,0.2055,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
57.0,60.0,Cuculus canorus,Common Cuckoo,0.5305,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
57.0,60.0,Troglodytes troglodytes,Eurasian Wren,0.1253,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
111.0,114.0,Sylvia atricapilla,Eurasian Blackcap,0.1126,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
180.0,183.0,Cyanistes caeruleus,Eurasian Blue Tit,0.1748,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
183.0,186.0,Sylvia atricapilla,Eurasian Blackcap,0.1102,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
189.0,192.0,Streptopelia decaocto,Eurasian Collared-Dove,0.2107,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
207.0,210.0,Turdus merula,Eurasian Blackbird,0.2933,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
270.0,273.0,Streptopelia decaocto,Eurasian Collared-Dove,0.1925,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
270.0,273.0,Columba palumbus,Common Wood-Pigeon,0.1431,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
282.0,285.0,Turdus merula,Eurasian Blackbird,0.1814,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
285.0,288.0,Carduelis carduelis,European Goldfinch,0.2118,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
291.0,294.0,Carduelis carduelis,European Goldfinch,0.5371,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
291.0,294.0,Curruca communis,Greater Whitethroat,0.1470,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
297.0,300.0,Phoenicurus ochruros,Black Redstart,0.1523,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
300.0,303.0,Carduelis carduelis,European Goldfinch,0.8780,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
303.0,306.0,Carduelis carduelis,European Goldfinch,0.8997,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
306.0,309.0,Carduelis carduelis,European Goldfinch,0.9938,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
309.0,312.0,Carduelis carduelis,European Goldfinch,0.9457,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
312.0,315.0,Carduelis carduelis,European Goldfinch,0.8104,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
315.0,318.0,Carduelis carduelis,European Goldfinch,0.9905,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
318.0,321.0,Columba palumbus,Common Wood-Pigeon,0.1320,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
321.0,324.0,Carduelis carduelis,European Goldfinch,0.9600,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
324.0,327.0,Carduelis carduelis,European Goldfinch,0.9746,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
330.0,333.0,Prunella modularis,Dunnock,0.3724,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
330.0,333.0,Carduelis carduelis,European Goldfinch,0.2474,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
333.0,336.0,Carduelis carduelis,European Goldfinch,0.9322,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
339.0,342.0,Carduelis carduelis,European Goldfinch,0.6871,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
342.0,345.0,Carduelis carduelis,European Goldfinch,0.6975,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
345.0,348.0,Carduelis carduelis,European Goldfinch,0.3781,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
348.0,351.0,Carduelis carduelis,European Goldfinch,0.8672,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
351.0,354.0,Carduelis carduelis,European Goldfinch,0.9886,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
354.0,357.0,Carduelis carduelis,European Goldfinch,0.8314,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
357.0,360.0,Carduelis carduelis,European Goldfinch,0.9637,F:/soundscape ecology/data/10m_1h/A024\20250427_160000.WAV
