Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Chloris chloris,European Greenfinch,0.3404,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
6.0,9.0,Turdus merula,Eurasian Blackbird,0.2157,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
9.0,12.0,Phylloscopus collybita,Common Chiffchaff,0.7426,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
12.0,15.0,Phylloscopus collybita,Common Chiffchaff,0.9951,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
15.0,18.0,Phylloscopus collybita,Common Chiffchaff,0.9546,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
18.0,21.0,Phylloscopus collybita,Common Chiffchaff,0.7941,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
21.0,24.0,Phylloscopus collybita,Common Chiffchaff,0.9772,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
24.0,27.0,Phylloscopus collybita,Common Chiffchaff,0.5021,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
27.0,30.0,Phylloscopus collybita,Common Chiffchaff,0.4470,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
30.0,33.0,Phylloscopus collybita,Common Chiffchaff,0.9947,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
36.0,39.0,Sylvia atricapilla,Eurasian Blackcap,0.1176,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
39.0,42.0,Phylloscopus collybita,Common Chiffchaff,0.9150,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
42.0,45.0,Phylloscopus collybita,Common Chiffchaff,0.8908,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
45.0,48.0,Phylloscopus collybita,Common Chiffchaff,0.8793,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
48.0,51.0,Phylloscopus collybita,Common Chiffchaff,0.9782,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
51.0,54.0,Phylloscopus collybita,Common Chiffchaff,0.4615,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
54.0,57.0,Phylloscopus collybita,Common Chiffchaff,0.9290,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
60.0,63.0,Columba palumbus,Common Wood-Pigeon,0.2188,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
60.0,63.0,Streptopelia turtur,European Turtle-Dove,0.1234,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
60.0,63.0,Buteo buteo,Common Buzzard,0.1234,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
63.0,66.0,Phylloscopus collybita,Common Chiffchaff,0.3457,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
66.0,69.0,Phylloscopus collybita,Common Chiffchaff,0.9689,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
69.0,72.0,Phylloscopus collybita,Common Chiffchaff,0.8298,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
78.0,81.0,Phylloscopus collybita,Common Chiffchaff,0.8518,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
81.0,84.0,Phylloscopus collybita,Common Chiffchaff,0.6670,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
84.0,87.0,Phylloscopus collybita,Common Chiffchaff,0.7779,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
93.0,96.0,Phylloscopus collybita,Common Chiffchaff,0.4807,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
96.0,99.0,Phylloscopus collybita,Common Chiffchaff,0.2914,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
99.0,102.0,Phylloscopus collybita,Common Chiffchaff,0.7408,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
102.0,105.0,Phylloscopus collybita,Common Chiffchaff,0.7567,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
108.0,111.0,Phylloscopus collybita,Common Chiffchaff,0.9641,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
111.0,114.0,Phylloscopus collybita,Common Chiffchaff,0.8647,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
114.0,117.0,Phylloscopus collybita,Common Chiffchaff,0.7798,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
120.0,123.0,Phylloscopus collybita,Common Chiffchaff,0.8787,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
123.0,126.0,Phylloscopus collybita,Common Chiffchaff,0.9213,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
126.0,129.0,Phylloscopus collybita,Common Chiffchaff,0.5416,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
129.0,132.0,Phylloscopus collybita,Common Chiffchaff,0.5437,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
132.0,135.0,Phylloscopus collybita,Common Chiffchaff,0.5350,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
135.0,138.0,Phylloscopus collybita,Common Chiffchaff,0.6532,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
135.0,138.0,Columba palumbus,Common Wood-Pigeon,0.1577,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
138.0,141.0,Phylloscopus collybita,Common Chiffchaff,0.4833,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
141.0,144.0,Phylloscopus collybita,Common Chiffchaff,0.7826,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
144.0,147.0,Phylloscopus collybita,Common Chiffchaff,0.6887,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
147.0,150.0,Phylloscopus collybita,Common Chiffchaff,0.4734,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
150.0,153.0,Phylloscopus collybita,Common Chiffchaff,0.7736,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
153.0,156.0,Phylloscopus collybita,Common Chiffchaff,0.1906,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
156.0,159.0,Phylloscopus collybita,Common Chiffchaff,0.7923,F:/soundscape ecology/data/10m_1h/A024\20250426_140000.WAV
