Start (s),End (s),Scientific name,Common name,Confidence,File
42.0,45.0,Rallus aquaticus,Water Rail,0.1285,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
75.0,78.0,Fulica atra,Eurasian Coot,0.1219,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
111.0,114.0,Erithacus rubecula,European Robin,0.1254,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
117.0,120.0,Erithacus rubecula,European Robin,0.1271,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
129.0,132.0,Erithacus rubecula,European Robin,0.1091,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
129.0,132.0,Rallus aquaticus,Water Rail,0.1044,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
132.0,135.0,Fulica atra,Eurasian Coot,0.2011,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
192.0,195.0,Erithacus rubecula,European Robin,0.1064,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
351.0,354.0,Rallus aquaticus,Water Rail,0.1809,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
351.0,354.0,Anas platyrhynchos,Mallard,0.1147,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
354.0,357.0,Rallus aquaticus,Water Rail,0.1167,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
528.0,531.0,Fulica atra,Eurasian Coot,0.1837,F:/soundscape ecology/data/10m_1h/A024\20250429_010000.WAV
