siteID,freq_khz,amp_db,type,direction,distance_m
A14,4,-37.175426,signal,front,32
A14,8,-36.125439,signal,front,32
A14,12,-38.935692,signal,front,32
A14,2,-35.484314,signal,back,4
A14,4,-27.399593,signal,back,4
A14,8,-25.90991,signal,back,4
A14,12,-18.871759,signal,back,4
A14,2,-45.307354,signal,back,8
A14,4,-36.941128,signal,back,8
A14,8,-27.504959,signal,back,8
A14,12,-35.644844,signal,back,8
A14,2,-56.403976,signal,back,16
A14,4,-51.030014,signal,back,16
A14,8,-46.436325,signal,back,16
A14,12,-50.334068,signal,back,16
A14,2,-43.729565,signal,back,32
A14,4,-31.589666,signal,back,32
A14,8,-36.121475,signal,back,32
A14,12,-38.44136,signal,back,32
A18,2,-21.672476,signal,front,4
A18,4,-15.488741,signal,front,4
A18,8,-12.971667,signal,front,4
A18,12,-9.352807,signal,front,4
A18,2,-28.101282,signal,front,8
A18,4,-24.510647,signal,front,8
A18,8,-21.141193,signal,front,8
A18,12,-20.914988,signal,front,8
A18,2,-41.854881,signal,front,16
A18,4,-30.933542,signal,front,16
A18,8,-33.90226,signal,front,16
A18,12,-40.082497,signal,front,16
A18,2,-52.263008,signal,front,32
A18,4,-44.032108,signal,front,32
A18,8,-45.304245,signal,front,32
A18,12,-42.787979,signal,front,32
A18,2,-30.301418,signal,back,4
A18,4,-18.75774,signal,back,4
A18,8,-26.031048,signal,back,4
A18,12,-19.935917,signal,back,4
A18,2,-38.570606,signal,back,8
A18,4,-37.670559,signal,back,8
A18,8,-22.680668,signal,back,8
A18,12,-28.450769,signal,back,8
A18,2,-44.103355,signal,back,16
A18,4,-38.980152,signal,back,16
A18,8,-36.107254,signal,back,16
A18,12,-35.501293,signal,back,16
A18,2,-56.24316,signal,back,32
A18,4,-46.121342,signal,back,32
A18,8,-45.63839,signal,back,32
A18,12,-49.538372,signal,back,32
A23,2,-30.143272,signal,front,4
A23,4,-27.758602,signal,front,4
A23,8,-17.542343,signal,front,4
A23,12,-10.892879,signal,front,4
A23,2,-39.238419,signal,front,8
A23,4,-26.531282,signal,front,8
A23,8,-24.673393,signal,front,8
A23,12,-20.320068,signal,front,8
A23,2,-49.382301,signal,front,16
A23,4,-35.891861,signal,front,16
A23,8,-23.939796,signal,front,16
A23,12,-25.256701,signal,front,16
A23,2,-52.04504,signal,front,32
A23,4,-46.001724,signal,front,32
A23,8,-34.609528,signal,front,32
A23,12,-36.607059,signal,front,32
A23,2,-26.356289,signal,back,4
A23,4,-19.423021,signal,back,4
A23,8,-14.132881,signal,back,4
A23,12,-15.493047,signal,back,4
A23,2,-27.53108,signal,back,8
A23,4,-23.249529,signal,back,8
A23,8,-18.333561,signal,back,8
A23,12,-26.774393,signal,back,8
A23,2,-38.622841,signal,back,16
A23,4,-32.019241,signal,back,16
A23,8,-33.506794,signal,back,16
A23,12,-34.836552,signal,back,16
A23,2,-52.169552,signal,back,32
A23,4,-44.224102,signal,back,32
A23,8,-43.456482,signal,back,32
A23,12,-51.14352,signal,back,32
A26,2,-30.203831,signal,front,4
A26,4,-17.853096,signal,front,4
A26,8,-14.992574,signal,front,4
A26,12,-15.158947,signal,front,4
A26,2,-37.431915,signal,front,8
A26,4,-30.435879,signal,front,8
A26,8,-22.127375,signal,front,8
A26,12,-28.86412,signal,front,8
A26,2,-39.157616,signal,front,16
A26,4,-29.112661,signal,front,16
A26,8,-35.351913,signal,front,16
A26,12,-36.35062,signal,front,16
A26,2,-44.73394,signal,front,32
A26,4,-34.403328,signal,front,32
A26,8,-39.847992,signal,front,32
A26,12,-46.267063,signal,front,32
A26,2,-31.861399,signal,back,4
A26,4,-23.746264,signal,back,4
A26,8,-24.211998,signal,back,4
A26,12,-30.262142,signal,back,4
A26,2,-36.457783,signal,back,8
A26,4,-33.17802,signal,back,8
A26,8,-25.208487,signal,back,8
A26,12,-38.427776,signal,back,8
A26,2,-41.955482,signal,back,16
A26,4,-40.891666,signal,back,16
A26,8,-38.489471,signal,back,16
A26,12,-48.728714,signal,back,16
A26,2,-57.185017,signal,back,32
A26,4,-37.36792,signal,back,32
A26,8,-42.049431,signal,back,32
A26,12,-56.962624,signal,back,32
A37,2,-35.904518,signal,front,4
A37,4,-28.59602,signal,front,4
A37,8,-17.619257,signal,front,4
A37,12,-22.462814,signal,front,4
A37,2,-42.318134,signal,front,8
A37,4,-28.230736,signal,front,8
A37,8,-23.498604,signal,front,8
A37,12,-33.27393,signal,front,8
A37,2,-45.325222,signal,front,16
A37,4,-30.577482,signal,front,16
A37,8,-27.388876,signal,front,16
A37,12,-38.59692,signal,front,16
A37,2,-45.194008,signal,front,32
A37,4,-40.646652,signal,front,32
A37,8,-40.844624,signal,front,32
A37,12,-50.970516,signal,front,32
A37,2,-42.089661,signal,back,4
A37,4,-25.292105,signal,back,4
A37,8,-23.453852,signal,back,4
A37,12,-33.369255,signal,back,4
A37,2,-33.963768,signal,back,8
A37,4,-30.935497,signal,back,8
A37,8,-31.003006,signal,back,8
A37,12,-37.978939,signal,back,8
A37,2,-41.334114,signal,back,16
A37,4,-32.354851,signal,back,16
A37,8,-38.093166,signal,back,16
A37,12,-43.254707,signal,back,16
A37,2,-45.734268,signal,back,32
A37,4,-46.403004,signal,back,32
A37,8,-48.201149,signal,back,32
A37,12,-57.0998,signal,back,32
A41,2,-37.108982,signal,front,4
A41,4,-18.214628,signal,front,4
A41,8,-20.18218,signal,front,4
A41,12,-18.593885,signal,front,4
A41,2,-37.234928,signal,front,8
A41,4,-25.233988,signal,front,8
A41,8,-22.635233,signal,front,8
A41,12,-19.815321,signal,front,8
A41,2,-45.373894,signal,front,16
A41,4,-28.183723,signal,front,16
A41,8,-35.307709,signal,front,16
A41,12,-29.202892,signal,front,16
A41,2,-53.392048,signal,front,32
A41,4,-45.287277,signal,front,32
A41,8,-33.138237,signal,front,32
A41,12,-43.252254,signal,front,32
A41,2,-28.106499,signal,back,4
A41,4,-16.689983,signal,back,4
A41,8,-17.599667,signal,back,4
A41,12,-20.76161,signal,back,4
A41,2,-33.656071,signal,back,8
A41,4,-29.915037,signal,back,8
A41,8,-25.888954,signal,back,8
A41,12,-35.240597,signal,back,8
A41,2,-49.735577,signal,back,16
A41,4,-39.886097,signal,back,16
A41,8,-42.490532,signal,back,16
A41,12,-43.493237,signal,back,16
A41,2,-49.115055,signal,back,32
A41,4,-39.294292,signal,back,32
A41,8,-47.972256,signal,back,32
A41,12,-54.544216,signal,back,32
A43,2,NA,signal,front,4
A43,4,NA,signal,front,4
A43,8,NA,signal,front,4
A43,12,NA,signal,front,4
A43,2,NA,signal,front,8
A43,4,NA,signal,front,8
A43,8,NA,signal,front,8
A43,12,NA,signal,front,8
A43,2,NA,signal,front,16
A43,4,NA,signal,front,16
A43,8,NA,signal,front,16
A43,12,NA,signal,front,16
A43,2,NA,signal,front,32
A43,4,NA,signal,front,32
A43,8,NA,signal,front,32
A43,12,NA,signal,front,32
A43,2,-35.518475,signal,back,4
A43,4,-26.829273,signal,back,4
A43,8,-25.661264,signal,back,4
A43,12,-19.429243,signal,back,4
A43,2,-52.864452,signal,back,8
A43,4,-34.338398,signal,back,8
A43,8,-25.808611,signal,back,8
A43,12,-31.291185,signal,back,8
A43,2,-42.472645,signal,back,16
A43,4,-42.869328,signal,back,16
A43,8,-34.762932,signal,back,16
A43,12,-33.706089,signal,back,16
A43,2,-56.067768,signal,back,32
A43,4,-53.421864,signal,back,32
A43,8,-43.851486,signal,back,32
A43,12,-50.726112,signal,back,32
A45,2,-25.742851,signal,front,4
A45,4,-17.735838,signal,front,4
A45,8,-22.834448,signal,front,4
A45,12,-15.101902,signal,front,4
A45,2,-32.131233,signal,front,8
A45,4,-24.839249,signal,front,8
A45,8,-22.800571,signal,front,8
A45,12,-26.503744,signal,front,8
A45,2,-35.029312,signal,front,16
A45,4,-30.972404,signal,front,16
A45,8,-32.301342,signal,front,16
A45,12,-32.242733,signal,front,16
A45,2,-45.038712,signal,front,32
A45,4,-39.829044,signal,front,32
A45,8,-40.936188,signal,front,32
A45,12,-42.886993,signal,front,32
A45,2,-29.059164,signal,back,4
A45,4,-30.373947,signal,back,4
A45,8,-32.350204,signal,back,4
A45,12,-36.771061,signal,back,4
A45,2,-40.081074,signal,back,8
A45,4,-25.647818,signal,back,8
A45,8,-34.841148,signal,back,8
A45,12,-40.448845,signal,back,8
A45,2,-37.838081,signal,back,16
A45,4,-34.853619,signal,back,16
A45,8,-40.359001,signal,back,16
A45,12,-46.389595,signal,back,16
A45,2,-44.988213,signal,back,32
A45,4,-41.721947,signal,back,32
A45,8,-52.269993,signal,back,32
A45,12,-57.960629,signal,back,32
A46,2,-29.012812,signal,front,4
A46,4,-15.526608,signal,front,4
A46,8,-10.982286,signal,front,4
A46,12,-17.135778,signal,front,4
A46,2,-28.740137,signal,front,8
A46,4,-18.231262,signal,front,8
A46,8,-17.199179,signal,front,8
A46,12,-30.436604,signal,front,8
A46,2,-38.261162,signal,front,16
A46,4,-28.468651,signal,front,16
A46,8,-25.472866,signal,front,16
A46,12,-38.898178,signal,front,16
A46,2,-41.071327,signal,front,32
A46,4,-36.578533,signal,front,32
A46,8,-34.520367,signal,front,32
A46,12,-41.864521,signal,front,32
A46,2,-16.24308,signal,back,4
A46,4,-16.478558,signal,back,4
A46,8,-14.244385,signal,back,4
A46,12,-17.295202,signal,back,4
A46,2,-34.208012,signal,back,8
A46,4,-23.507698,signal,back,8
A46,8,-23.226391,signal,back,8
A46,12,-24.154802,signal,back,8
A46,2,-34.999481,signal,back,16
A46,4,-23.042717,signal,back,16
A46,8,-28.211489,signal,back,16
A46,12,-33.373631,signal,back,16
A46,2,-44.229462,signal,back,32
A46,4,-43.226002,signal,back,32
A46,8,-33.753441,signal,back,32
A46,12,-37.892586,signal,back,32
A48,2,-28.466223,signal,front,4
A48,4,-22.65596,signal,front,4
A48,8,-16.168152,signal,front,4
A48,12,-18.189573,signal,front,4
A48,2,-33.319046,signal,front,8
A48,4,-25.638718,signal,front,8
A48,8,-26.153036,signal,front,8
A48,12,-22.352066,signal,front,8
A48,2,-39.801346,signal,front,16
A48,4,-31.970461,signal,front,16
A48,8,-31.236822,signal,front,16
A48,12,-37.380573,signal,front,16
A48,2,-44.997776,signal,front,32
A48,4,-43.064613,signal,front,32
A48,8,-43.606644,signal,front,32
A48,12,-50.488506,signal,front,32
A48,2,-29.716499,signal,back,4
A48,4,-23.603964,signal,back,4
A48,8,-30.832867,signal,back,4
A48,12,-23.074757,signal,back,4
A48,2,-33.759247,signal,back,8
A48,4,-34.811314,signal,back,8
A48,8,-36.166901,signal,back,8
A48,12,-34.807888,signal,back,8
A48,2,-43.200756,signal,back,16
A48,4,-42.762909,signal,back,16
A48,8,-36.516201,signal,back,16
A48,12,-40.215023,signal,back,16
A48,2,-51.275284,signal,back,32
A48,4,-48.669037,signal,back,32
A48,8,-52.360924,signal,back,32
A48,12,-51.478985,signal,back,32
A49,2,-30.257885,signal,front,4
A49,4,-27.693041,signal,front,4
A49,8,-9.55891,signal,front,4
A49,12,-11.110668,signal,front,4
A49,2,-38.143055,signal,front,8
A49,4,-33.03735,signal,front,8
A49,8,-23.961523,signal,front,8
A49,12,-16.264809,signal,front,8
A49,2,-47.81147,signal,front,16
A49,4,-37.270126,signal,front,16
A49,8,-23.937548,signal,front,16
A49,12,-26.918791,signal,front,16
A49,2,-59.668667,signal,front,32
A49,4,-47.340912,signal,front,32
A49,8,-34.283253,signal,front,32
A49,12,-43.676388,signal,front,32
A49,2,-36.422981,signal,back,4
A49,4,-32.432106,signal,back,4
A49,8,-17.458549,signal,back,4
A49,12,-17.625305,signal,back,4
A49,2,-38.37989,signal,back,8
A49,4,-35.1861,signal,back,8
A49,8,-33.830448,signal,back,8
A49,12,-22.977388,signal,back,8
A49,2,-54.990231,signal,back,16
A49,4,-36.909931,signal,back,16
A49,8,-31.131632,signal,back,16
A49,12,-33.1255,signal,back,16
A49,2,-50.104557,signal,back,32
A49,4,-54.219521,signal,back,32
A49,8,-40.902939,signal,back,32
A49,12,-46.295578,signal,back,32
A50,2,-25.50284,signal,front,4
A50,4,-35.429958,signal,front,4
A50,8,-13.351845,signal,front,4
A50,12,-15.563838,signal,front,4
A50,2,-34.769077,signal,front,8
A50,4,-34.912312,signal,front,8
A50,8,-20.853012,signal,front,8
A50,12,-25.133535,signal,front,8
A50,2,-41.417027,signal,front,16
A50,4,-45.536499,signal,front,16
A50,8,-27.082499,signal,front,16
A50,12,-34.914505,signal,front,16
A50,2,-46.607872,signal,front,32
A50,4,-44.120934,signal,front,32
A50,8,-35.195282,signal,front,32
A50,12,-34.89629,signal,front,32
A50,2,-25.165165,signal,back,4
A50,4,-29.752876,signal,back,4
A50,8,-23.441271,signal,back,4
A50,12,-32.701412,signal,back,4
A50,2,-31.162859,signal,back,8
A50,4,-30.979666,signal,back,8
A50,8,-31.01964,signal,back,8
A50,12,-39.120632,signal,back,8
A50,2,-48.73357,signal,back,16
A50,4,-44.139687,signal,back,16
A50,8,-38.230587,signal,back,16
A50,12,-46.96825,signal,back,16
A50,2,-46.314789,signal,back,32
A50,4,-46.995319,signal,back,32
A50,8,-49.008999,signal,back,32
A50,12,-64.522675,signal,back,32
B06,2,-36.189285,signal,front,4
B06,4,-33.63549,signal,front,4
B06,8,-38.022232,signal,front,4
B06,12,-26.356182,signal,front,4
B06,2,-48.012402,signal,front,8
B06,4,-38.578148,signal,front,8
B06,8,-37.958374,signal,front,8
B06,12,-27.041683,signal,front,8
B06,2,-45.229992,signal,front,16
B06,4,-49.761528,signal,front,16
B06,8,-43.238693,signal,front,16
B06,12,-33.547581,signal,front,16
B06,2,-51.042614,signal,front,32
B06,4,-51.830173,signal,front,32
B06,8,-50.101227,signal,front,32
B06,12,-44.400673,signal,front,32
B06,2,-42.563049,signal,back,4
B06,4,-33.82217,signal,back,4
B06,8,-26.587343,signal,back,4
B06,12,-27.284088,signal,back,4
B06,2,-39.751091,signal,back,8
B06,4,-39.434898,signal,back,8
B06,8,-33.815292,signal,back,8
B06,12,-33.75108,signal,back,8
B06,2,-51.103481,signal,back,16
B06,4,-43.195984,signal,back,16
B06,8,-43.397171,signal,back,16
B06,12,-45.843662,signal,back,16
B06,2,NA,signal,back,32
B06,4,-54.28941,signal,back,32
B06,8,-55.164742,signal,back,32
B06,12,-53.182346,signal,back,32
B07,2,-35.705936,signal,front,4
B07,4,-37.636337,signal,front,4
B07,8,-31.25976,signal,front,4
B07,12,-23.748484,signal,front,4
B07,2,-41.875828,signal,front,8
B07,4,-40.709755,signal,front,8
B07,8,-32.844524,signal,front,8
B07,12,-22.377855,signal,front,8
B07,2,-48.478497,signal,front,16
B07,4,-44.848728,signal,front,16
B07,8,-42.492836,signal,front,16
B07,12,-31.12504,signal,front,16
B07,2,-56.550743,signal,front,32
B07,4,-58.535686,signal,front,32
B07,8,-46.60046,signal,front,32
B07,12,-42.84565,signal,front,32
B07,2,-30.71645,signal,back,4
B07,4,-35.914265,signal,back,4
B07,8,-31.186863,signal,back,4
B07,12,-37.239494,signal,back,4
B07,2,-42.448303,signal,back,8
B07,4,-40.973003,signal,back,8
B07,8,-37.084568,signal,back,8
B07,12,-38.312565,signal,back,8
B07,2,-46.082233,signal,back,16
B07,4,-57.16309,signal,back,16
B07,8,-52.988892,signal,back,16
B07,12,-48.413723,signal,back,16
B07,2,-45.838951,signal,back,32
B07,4,-59.250526,signal,back,32
B07,8,-50.566193,signal,back,32
B07,12,-52.074848,signal,back,32
B11,2,-38.083893,signal,front,4
B11,4,-26.371553,signal,front,4
B11,8,-26.488354,signal,front,4
B11,12,-11.12976,signal,front,4
B11,2,-38.766884,signal,front,8
B11,4,-28.053596,signal,front,8
B11,8,-32.888165,signal,front,8
B11,12,-22.319723,signal,front,8
B11,2,-43.244217,signal,front,16
B11,4,-39.145287,signal,front,16
B11,8,-35.784756,signal,front,16
B11,12,-26.134243,signal,front,16
B11,2,-58.000893,signal,front,32
B11,4,-44.819416,signal,front,32
B11,8,-43.464153,signal,front,32
B11,12,-38.214924,signal,front,32
B11,2,-36.800392,signal,back,4
B11,4,-37.069675,signal,back,4
B11,8,-29.985813,signal,back,4
B11,12,-22.06011,signal,back,4
B11,2,-47.117516,signal,back,8
B11,4,-44.123287,signal,back,8
B11,8,-35.722538,signal,back,8
B11,12,-34.293621,signal,back,8
B11,2,-49.462109,signal,back,16
B11,4,-48.531792,signal,back,16
B11,8,-54.358528,signal,back,16
B11,12,-45.712757,signal,back,16
B11,2,NA,signal,back,32
B11,4,-63.492199,signal,back,32
B11,8,-60.171066,signal,back,32
B11,12,-54.750099,signal,back,32
B20,2,-35.399803,signal,front,4
B20,4,-13.985582,signal,front,4
B20,8,-9.335999,signal,front,4
B20,12,-2.09925,signal,front,4
B20,2,-37.435215,signal,front,8
B20,4,-19.198982,signal,front,8
B20,8,-14.445615,signal,front,8
B20,12,-17.523872,signal,front,8
B20,2,-51.55452,signal,front,16
B20,4,-25.678358,signal,front,16
B20,8,-19.006586,signal,front,16
B20,12,-20.366728,signal,front,16
B20,2,-53.679787,signal,front,32
B20,4,-42.704063,signal,front,32
B20,8,-38.16898,signal,front,32
B20,12,-37.127323,signal,front,32
B20,2,-33.913795,signal,back,4
B20,4,-26.687975,signal,back,4
B20,8,-12.254622,signal,back,4
B20,12,-10.779736,signal,back,4
B20,2,-47.885674,signal,back,8
B20,4,-34.017563,signal,back,8
B20,8,-21.172146,signal,back,8
B20,12,-21.549444,signal,back,8
B20,2,-47.477066,signal,back,16
B20,4,-35.712952,signal,back,16
B20,8,-23.780436,signal,back,16
B20,12,-34.145844,signal,back,16
B20,2,-53.164055,signal,back,32
B20,4,-52.560841,signal,back,32
B20,8,-35.351349,signal,back,32
B20,12,-39.820042,signal,back,32
B21,2,-15.808708,signal,front,4
B21,4,-9.801373,signal,front,4
B21,8,-3.197367,signal,front,4
B21,12,-5.344829,signal,front,4
B21,2,-19.160862,signal,front,8
B21,4,-21.339237,signal,front,8
B21,8,-13.626569,signal,front,8
B21,12,-9.824828,signal,front,8
B21,2,-23.438309,signal,front,16
B21,4,-22.134869,signal,front,16
B21,8,-16.158356,signal,front,16
B21,12,-17.54166,signal,front,16
B21,2,-35.14727,signal,front,32
B21,4,-24.637444,signal,front,32
B21,8,-24.874273,signal,front,32
B21,12,-28.937565,signal,front,32
B21,2,-25.900429,signal,back,4
B21,4,-17.153744,signal,back,4
B21,8,-15.803246,signal,back,4
B21,12,-21.860481,signal,back,4
B21,2,-31.130369,signal,back,8
B21,4,-32.474316,signal,back,8
B21,8,-25.759256,signal,back,8
B21,12,-21.124464,signal,back,8
B21,2,-38.301945,signal,back,16
B21,4,-33.777046,signal,back,16
B21,8,-30.820906,signal,back,16
B21,12,-32.524651,signal,back,16
B21,2,-55.166428,signal,back,32
B21,4,-41.231003,signal,back,32
B21,8,-42.601551,signal,back,32
B21,12,-42.937759,signal,back,32
B22,2,-19.289152,signal,front,4
B22,4,-27.615112,signal,front,4
B22,8,-31.709871,signal,front,4
B22,12,-32.086605,signal,front,4
B22,2,-27.190535,signal,front,8
B22,4,-38.234589,signal,front,8
B22,8,-32.31152,signal,front,8
B22,12,-42.383759,signal,front,8
B22,2,-32.351597,signal,front,16
B22,4,-42.128391,signal,front,16
B22,8,-41.579357,signal,front,16
B22,12,-42.100445,signal,front,16
B22,2,-45.411449,signal,front,32
B22,4,-47.503826,signal,front,32
B22,8,-47.733448,signal,front,32
B22,12,-50.694447,signal,front,32
B22,2,-34.734589,signal,back,4
B22,4,-36.673683,signal,back,4
B22,8,-34.230343,signal,back,4
B22,12,-34.882175,signal,back,4
B22,2,-40.930645,signal,back,8
B22,4,-37.764721,signal,back,8
B22,8,-33.756836,signal,back,8
B22,12,-38.742424,signal,back,8
B22,2,-45.465839,signal,back,16
B22,4,-44.136257,signal,back,16
B22,8,-50.826756,signal,back,16
B22,12,-50.508266,signal,back,16
B22,2,-53.348663,signal,back,32
B22,4,-53.542488,signal,back,32
B22,8,-54.483204,signal,back,32
B22,12,-63.629581,signal,back,32
B23,2,-33.942436,signal,front,4
B23,4,-34.011448,signal,front,4
B23,8,-23.358194,signal,front,4
B23,12,-20.239347,signal,front,4
B23,2,-42.251354,signal,front,8
B23,4,-35.985958,signal,front,8
B23,8,-36.820362,signal,front,8
B23,12,-34.451237,signal,front,8
B23,2,NA,signal,front,16
B23,4,NA,signal,front,16
B23,8,NA,signal,front,16
B23,12,NA,signal,front,16
B23,2,NA,signal,front,32
B23,4,NA,signal,front,32
B23,8,NA,signal,front,32
B23,12,NA,signal,front,32
B23,2,-47.824734,signal,back,4
B23,4,-57.515751,signal,back,4
B23,8,-39.929035,signal,back,4
B23,12,-29.681559,signal,back,4
B23,2,-51.449524,signal,back,8
B23,4,-53.590866,signal,back,8
B23,8,-47.237373,signal,back,8
B23,12,-38.376568,signal,back,8
B23,2,-66.264183,signal,back,16
B23,4,-55.949188,signal,back,16
B23,8,-56.212055,signal,back,16
B23,12,-45.122623,signal,back,16
B23,2,-69.134964,signal,back,32
B23,4,-62.408405,signal,back,32
B23,8,-57.242245,signal,back,32
B23,12,-50.498466,signal,back,32
B24,2,-30.643066,signal,front,4
B24,4,-42.8218,signal,front,4
B24,8,-22.528221,signal,front,4
B24,12,-24.982304,signal,front,4
B24,2,-42.288094,signal,front,8
B24,4,-36.535,signal,front,8
B24,8,-26.280127,signal,front,8
B24,12,-24.092516,signal,front,8
B24,2,-47.761162,signal,front,16
B24,4,-41.810303,signal,front,16
B24,8,-38.986801,signal,front,16
B24,12,-29.377884,signal,front,16
B24,2,-58.002495,signal,front,32
B24,4,-49.194859,signal,front,32
B24,8,-56.392052,signal,front,32
B24,12,-39.78117,signal,front,32
B24,2,-40.206234,signal,back,4
B24,4,-31.279837,signal,back,4
B24,8,-32.469406,signal,back,4
B24,12,-26.9646,signal,back,4
B24,2,-38.338428,signal,back,8
B24,4,-38.55896,signal,back,8
B24,8,-32.340904,signal,back,8
B24,12,-34.33947,signal,back,8
B24,2,-44.370934,signal,back,16
B24,4,-49.018898,signal,back,16
B24,8,-39.978561,signal,back,16
B24,12,-42.468964,signal,back,16
B24,2,-46.066257,signal,back,32
B24,4,-48.989132,signal,back,32
B24,8,-48.651695,signal,back,32
B24,12,-45.117085,signal,back,32
B31,2,-28.926847,signal,front,4
B31,4,-19.771503,signal,front,4
B31,8,-11.367895,signal,front,4
B31,12,-7.26004,signal,front,4
B31,2,-32.410404,signal,front,8
B31,4,-24.385017,signal,front,8
B31,8,-20.906942,signal,front,8
B31,12,-24.159899,signal,front,8
B31,2,-35.990635,signal,front,16
B31,4,-38.106258,signal,front,16
B31,8,-28.485512,signal,front,16
