Start (s),End (s),Scientific name,Common name,Confidence,File
9.0,12.0,Delichon urbicum,Common House-Martin,0.1898,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
18.0,21.0,Passer domesticus,House Sparrow,0.1300,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
30.0,33.0,Sylvia atricapilla,Eurasian Blackcap,0.2900,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
39.0,42.0,Corvus corone,Carrion Crow,0.3866,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
48.0,51.0,Corvus corone,Carrion Crow,0.1405,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
60.0,63.0,Spinus spinus,Eurasian Siskin,0.1670,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
66.0,69.0,Delichon urbicum,Common House-Martin,0.3802,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
69.0,72.0,Delichon urbicum,Common House-Martin,0.2086,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
78.0,81.0,Corvus corone,Carrion Crow,0.2380,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
78.0,81.0,Corvus frugilegus,Rook,0.1628,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
81.0,84.0,Corvus frugilegus,Rook,0.2146,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
108.0,111.0,Parus major,Great Tit,0.1238,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
108.0,111.0,Corvus corone,Carrion Crow,0.1025,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
111.0,114.0,Parus major,Great Tit,0.5700,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
120.0,123.0,Parus major,Great Tit,0.2014,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
120.0,123.0,Carduelis carduelis,European Goldfinch,0.1148,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
126.0,129.0,Anas platyrhynchos,Mallard,0.1013,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
132.0,135.0,Parus major,Great Tit,0.2646,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
138.0,141.0,Delichon urbicum,Common House-Martin,0.1021,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
141.0,144.0,Delichon urbicum,Common House-Martin,0.2715,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
144.0,147.0,Passer domesticus,House Sparrow,0.1209,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
147.0,150.0,Delichon urbicum,Common House-Martin,0.4156,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
147.0,150.0,Passer domesticus,House Sparrow,0.1051,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
156.0,159.0,Passer domesticus,House Sparrow,0.1621,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
159.0,162.0,Passer domesticus,House Sparrow,0.3892,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
162.0,165.0,Delichon urbicum,Common House-Martin,0.3542,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
165.0,168.0,Passer domesticus,House Sparrow,0.3207,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
171.0,174.0,Passer domesticus,House Sparrow,0.1312,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
171.0,174.0,Chloris chloris,European Greenfinch,0.1170,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
177.0,180.0,Passer domesticus,House Sparrow,0.3245,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250429_090000.WAV
