Start (s),End (s),Scientific name,Common name,Confidence,File
12.0,15.0,Fulica atra,Eurasian Coot,0.1111,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
42.0,45.0,Fulica atra,Eurasian Coot,0.1585,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
57.0,60.0,Fulica atra,Eurasian Coot,0.1320,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
105.0,108.0,Fulica atra,Eurasian Coot,0.1338,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
114.0,117.0,Larus argentatus,Herring Gull,0.1058,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
390.0,393.0,Fulica atra,Eurasian Coot,0.1106,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
459.0,462.0,Rallus aquaticus,Water Rail,0.1244,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
459.0,462.0,Fulica atra,Eurasian Coot,0.1022,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
498.0,501.0,Fulica atra,Eurasian Coot,0.1101,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
537.0,540.0,Fulica atra,Eurasian Coot,0.1062,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
540.0,543.0,Fulica atra,Eurasian Coot,0.1019,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
564.0,567.0,Fulica atra,Eurasian Coot,0.1400,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250428_000000.WAV
