Start (s),End (s),Scientific name,Common name,Confidence,File
63.0,66.0,Corvus monedula,Eurasian Jackdaw,0.1206,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
63.0,66.0,Corvus corone,Carrion Crow,0.1093,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
72.0,75.0,Corvus monedula,Eurasian Jackdaw,0.2127,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
102.0,105.0,Passer domesticus,House Sparrow,0.1129,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
108.0,111.0,Passer domesticus,House Sparrow,0.1214,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
111.0,114.0,Passer domesticus,House Sparrow,0.1326,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
114.0,117.0,Passer domesticus,House Sparrow,0.1270,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
117.0,120.0,Lullula arborea,Wood Lark,0.1208,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
120.0,123.0,Sylvia atricapilla,Eurasian Blackcap,0.1081,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
141.0,144.0,Lullula arborea,Wood Lark,0.3587,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
156.0,159.0,Cyanistes caeruleus,Eurasian Blue Tit,0.1476,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
195.0,198.0,Passer domesticus,House Sparrow,0.3847,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
348.0,351.0,Passer domesticus,House Sparrow,0.1373,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
354.0,357.0,Passer domesticus,House Sparrow,0.1615,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
378.0,381.0,Parus major,Great Tit,0.1397,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
387.0,390.0,Corvus monedula,Eurasian Jackdaw,0.2415,/Users/sm/Documents/ARTS/Soundscape_ecology/data/A025/20250427_080000.WAV
